scenario_variant,treatment,strategy,tag,system_cost_realized,boiler_share_pct,dump_share_pct,chp_curtailment_ratio_pct,grid_import_mwh,grid_export_mwh,net_export_mwh
week_2023_dec01,retained,UC,uc_paper_retained_fw,637326.874371972,49.00335461423146,1.849631705176884,1.9792142844126923,1411.4291658510178,981.552116589706,-429.8770492613119
week_2023_dec01,retained,MPC,mpc_paper_retained_fw,591475.6259047837,37.53153280556868,2.756591268322204,4.350479268991784,1408.6395903833222,1779.0296346638029,370.3900442804807
week_2023_dec01_winsor_p99_fw,winsorized p99,UC,uc_paper_winsor_fw,729799.0290803704,54.04099512998433,14.145636823203589,3.003532418427845,1690.495578201439,1414.6254010779576,-275.8701771234814
week_2023_dec01_winsor_p99_fw,winsorized p99,MPC,mpc_paper_winsor_fw,587593.3756489388,39.66557738130602,3.933449856685265,5.196325202137912,1566.163796990248,1575.5186835124623,9.3548865222142
