window_id,global_start_idx,global_horizon_end,horizon_len,step_len,S0_mwh,S_boundary_mwh,status,termination,objective_window,wallclock_s,reported_runtime_s,objective_sense,incumbent_objective,best_bound_objective,achieved_gap_rel_fraction,achieved_gap_percent,requested_gap_rel_fraction,requested_gap_percent,diagnostic_source,gap_formula,achieved_gap_rel,best_feasible_objective,best_objective_bound,message
1,0,168,168,168,200.0,200.0,ok,optimal,-295204.1343554185,56.63088929996593,,maximize,-295204.13435541897,-295202.54869561695,5.371401066182567e-06,0.0005371401066182567,0.002,0.2,highspy_info,highspy_info.mip_gap,5.371401066182567e-06,-295204.13435541897,-295202.54869561695,<undefined>
