scenario,method,tag,system_cost_realized,profit_objective_realized,boiler_share_pct,dump_share_pct,chp_curtailment_ratio_pct,grid_export_mwh,grid_import_mwh,solver_gap,wallclock_s,validation_pass,batch_name,net_export_mwh
week_2023_dec01,rolling_horizon_mpc,mpc_eload00_fw,400470.3201417009,-400470.3201417009,33.34401946932059,17.019546301124294,17.452455605446815,4205.729874650865,0.0,2.25129610996017,854.5912919000257,True,eload_0,4205.729874650865
week_2023_dec01,rolling_horizon_mpc,mpc_eload10_fw,414569.9318820205,-414569.9318820205,20.400396395909357,16.423272097642123,13.812023178130849,3752.596828260388,310.829448669707,2.552975601496448,851.2193043000298,True,eload_10,3441.7673795906812
week_2023_dec01,rolling_horizon_mpc,mpc_eload20_fw,468681.3869961893,-468681.3869961893,11.15284842560532,45.26234612503933,5.825104198177,5443.826412122109,712.1978191993059,2.99051069334654,851.6528960000142,True,eload_20,4731.628592922803
week_2023_dec01,rolling_horizon_mpc,mpc_eload30_fw,465080.22776964,-465080.22776964,7.635995867535732,8.73777174045208,1.3739150766078123,2643.2855728507266,1360.6557464706327,3.34065236388979,851.0227871000534,True,eload_30,1282.6298263800938
