scenario,method,tag,system_cost_realized,profit_objective_realized,boiler_share_pct,dump_share_pct,chp_curtailment_ratio_pct,grid_export_mwh,grid_import_mwh,solver_gap,wallclock_s,validation_pass,batch_name,net_export_mwh,budget_level
week_2023_dec01,full_horizon_uc,uc_paper_retained_fw,637326.874371972,-637326.874371972,49.00335461423146,1.8496317051768836,1.9792142844126923,981.552116589706,1411.4291658510178,2.605125727326904,902.4660817999976,True,retained_uc,-429.87704926131187,low
week_2023_dec01,rolling_horizon_mpc,mpc_paper_retained_fw,591475.6259047837,-591475.6259047837,37.53153280556868,2.756591268322204,4.350479268991784,1779.0296346638029,1408.6395903833222,3.0088064453479686,858.9378956000437,True,retained_mpc,370.39004428048065,low
week_2023_dec01,full_horizon_uc,uc_budget_med_fw,598936.8793888986,-598936.8793888986,44.06322291814548,0.64930801306507,1.809499933223624,1175.8711186434462,1352.2461902758494,2.529175738936751,1807.941186800017,True,budget_med_uc,-176.3750716324032,medium
week_2023_dec01,rolling_horizon_mpc,mpc_budget_med_fw,530859.0991217967,-530859.0991217967,27.38021184041774,1.5415686716365165,6.809601903769328,2195.435431259541,1341.8116530493526,3.0088064453479686,2116.295073400077,True,budget_med_mpc,853.6237782101884,medium
week_2023_dec01,full_horizon_uc,uc_budget_high_fw,518711.9747977525,-518711.9747977525,32.87853610181629,0.3048408543999782,0.9230100976099914,1592.40591011402,1050.598312884243,2.326606338123856,3609.731694200018,True,budget_high_uc,541.807597229777,high
week_2023_dec01,rolling_horizon_mpc,mpc_budget_high_fw,414359.2673774423,-414359.2673774423,12.353291832223857,0.7455248482526285,4.549819496743156,2855.281683969862,918.8932064767556,2.7898496887087303,4218.898685900087,True,budget_high_mpc,1936.3884774931066,high
