month,day,t,DemH1,DemH2,GenE,DemE,OwnUseF,OwnUse,TempOutM,DemH1 (MWh),DemH2/h(MWh),Electricity load (MWh)
Jul15,9,191,1803.3466918,,8360.32,6584.1759999999995,888.072,0.10622464211896196,14.83,2095.8495252099597,0.0,6584.1759999999995
Jul15,10,192,1770.6216501000001,,8425.6,6642.678,891.461,0.10580385966578047,12.5,2057.81648174622,0.0,6642.678
Jul15,11,193,1795.9574425,,8421.44,6631.83,894.805,0.10625320610251927,16.85,2087.2617396735,0.0,6631.83
Jul15,12,194,1810.7605536,,8183.68,6438.482,872.599,0.1066267253851568,22.4,2104.46591539392,0.0,6438.482
Jul15,13,195,1772.4447070000003,,7907.36,6155.767999999999,875.796,0.110757066833937,25.27,2059.9352384754,0.0,6155.767999999999
Jul15,14,196,1699.5101541,,7718.88,5947.679999999999,885.6,0.11473167091598781,24.94,1975.1707010950197,0.0,5947.679999999999
Jul15,15,197,1647.4523185999997,,7790.56,6028.1,881.23,0.1131151034072005,22.56,1914.6690846769195,0.0,6028.1
Jul15,16,198,1577.1512347999997,,7529.28,5780.081999999999,874.599,0.11615971248246845,23.58,1832.9651650845594,0.0,5780.081999999999
Jul15,17,199,1480.5859144,,7251.36,5561.63,844.865,0.11651124754528806,24.31,1720.7369497156799,0.0,5561.63
Jul15,18,200,1372.2549106999995,,7142.72,5483.314,829.703,0.11616065028448545,26.98,1594.8346572155392,0.0,5483.314
Jul15,19,201,1365.9793754,,7449.28,5798.388,825.446,0.1108088298466429,21.23,1587.54123008988,0.0,5798.388
Jul15,20,202,1329.1580614999998,,7419.608,5703.904,857.852,0.11561958529345485,23.06,1544.7474990752996,0.0,5703.904
Jul15,21,203,1227.622615,,7979.536,6197.469999999999,891.033,0.11166476346494332,24.52,1426.7430031529998,0.0,6197.469999999999
Jul15,22,204,1191.5604950000002,,8378.936,6532.959999999999,922.988,0.11015575247262899,19.81,1384.831607289,0.0,6532.959999999999
Jul15,23,205,1284.793712,,7968.652,6104.454,932.099,0.1169707247850703,21.23,1493.1872520863997,0.0,6104.454
Jul15,24,206,981.7280500000002,,7678.172,5909.302,884.435,0.11518822448884969,25.9,1140.96433971,0.0,5909.302
Jul15,25,207,1213.5272314999997,,8279.344,6502.812,888.266,0.10728700244850317,17.42,1410.3613484492996,0.0,6502.812
Jul15,26,208,1273.466126,,8392.72,6608.459999999999,892.13,0.10629807738134955,21.69,1480.0223316371998,0.0,6608.459999999999
Jul15,27,209,1186.0193172000002,,8335.288,6567.800000000001,883.744,0.10602441091417597,16.13,1378.39165044984,0.0,6567.800000000001
Jul15,28,210,1242.1537141,,8441.208,6624.798000000001,908.205,0.10759182808906023,15.35,1443.6310465270196,0.0,6624.798000000001
Jul15,29,211,983.4380696999999,,8178.048,6406.426,885.811,0.10831570076380086,16.25,1142.95172460534,0.0,6406.426
Jul15,30,212,1129.374505,,8301.684,6535.315999999999,883.184,0.10638612599564137,16.6,1312.559049711,0.0,6535.315999999999
Jul15,31,213,1233.500276332223,,8605.996,5877.953999999998,1364.0210000000006,0.15849658772790515,19.38,1433.5740211533093,0.0,5877.953999999998
Aug15,1,214,1159.4427987287236,,8339.908,6561.555999999999,889.176,0.10661700344895893,22.21,1347.5044206825223,0.0,6561.555999999999
Aug15,2,215,1150.0697286923798,,8318.376,6541.4580000000005,888.459,0.10680678536291217,20.75,1336.6110386862838,0.0,6541.4580000000005
Aug15,3,216,1055.453259432381,,8391.088,6621.414000000001,884.837,0.10544961511546536,22.13,1226.647778112313,0.0,6621.414000000001
Aug15,4,217,1077.2600255582363,,8355.796,6589.966,882.915,0.10566497793866676,23.33,1251.9916017037822,0.0,6589.966
Aug15,5,218,918.779084859263,,8031.808,6272.06,879.874,0.10954868443070352,21.25,1067.8050524234354,0.0,6272.06
Aug15,6,219,1095.3253895085927,,8272.236,6495.9540000000015,888.141,0.10736407907124505,20.88,1272.9871676868863,0.0,6495.9540000000015
Aug15,7,220,1134.2423863696047,,8416.664,6647.052,884.806,0.10512549865362333,17.19,1318.2165014387544,0.0,6647.052
Aug15,8,221,1059.1587752277792,,8487.164,6714.768,886.198,0.10441626908588074,11.54,1230.9543285697248,0.0,6714.768
Aug15,9,222,1100.3292636735023,,8616.572,6810.7919999999995,902.89,0.1047852904844293,16.21,1278.8026702413442,0.0,6810.7919999999995
Aug15,10,223,1133.6542733689932,,8620.296,6802.496000000001,908.9,0.10543721468497137,16.83,1317.5329965094438,0.0,6802.496000000001
Aug15,11,224,1361.3335485599052,,7220.38,5623.9839999999995,798.198,0.11054792130054096,17.81,1582.1418501363216,0.0,5623.9839999999995
Aug15,12,225,1418.0369725,,7432.66,5823.43,804.615,0.1082539763691599,15.69,1648.0425694394999,0.0,5823.43
Aug15,13,226,1427.9924748132485,,7604.636,6018.412,793.112,0.10429322323908731,13.5,1659.6128542279573,0.0,6018.412
Aug15,14,227,1366.3005471105969,,8716.116,6900.562,907.777,0.10414925638896959,11.92,1587.9144958519355,0.0,6900.562
Aug15,15,228,1264.4639327696182,,8921.652,7110.139999999999,905.756,0.10152335015981345,14.02,1469.5599826648502,0.0,7110.139999999999
Aug15,16,229,1349.3677526,,8881.484,7010.76,935.362,0.10531595845919442,17.54,1568.2352020717196,0.0,7010.76
Aug15,17,230,1207.6282001,,8370.616,6572.892,898.862,0.10738301697270547,19.96,1403.5054941562198,0.0,6572.892
Aug15,18,231,1290.6316316000002,,8305.628,6531.468000000001,887.08,0.10680468713503663,25.98,1499.9720822455201,0.0,6531.468000000001
Aug15,19,232,1249.63366,,8393.952,6626.088,883.932,0.10530582019053719,26.1,1452.3242396519997,0.0,6626.088
Aug15,20,233,1305.2981118,,8283.1,6500.0599999999995,891.52,0.10763120087889799,19.0,1517.01746553396,0.0,6500.0599999999995
Aug15,21,234,1046.0671809,,8371.712,6628.956,871.378,0.10408599818053943,15.02,1215.73927764198,0.0,6628.956
Aug15,22,235,1256.8427206000001,,8292.6,6515.946,888.327,0.10712285652268287,10.73,1460.70260988132,0.0,6515.946
Aug15,23,236,1264.11384,,8564.272,6756.110000000001,904.081,0.1055642557826281,14.6,1469.1531048479999,0.0,6756.110000000001
Aug15,24,237,1352.7390794,,8300.132,6500.549999999999,899.791,0.10840683015643608,16.73,1572.15335807868,0.0,6500.549999999999
Aug15,25,238,1345.733382,,8625.54,6854.6860000000015,885.427,0.10265177600474867,18.06,1564.0113365603997,0.0,6854.6860000000015
Aug15,26,239,1373.5670512000002,,8714.24,6906.748,903.746,0.10370910142479436,7.02,1596.35962690464,0.0,6906.748
Aug15,27,240,1384.4078640000002,,8822.808000000003,6998.264000000003,912.272,0.10339928059184783,7.86,1608.9588195408,0.0,6998.264000000003
Aug15,28,241,1516.8907776,,8884.952,7059.42,912.766,0.10273167485879496,10.3,1762.93046172672,0.0,7059.42
Aug15,29,242,1458.2112339,,8875.832,7080.460000000001,897.686,0.10113823695626506,17.94,1694.7330960385798,0.0,7080.460000000001
Aug15,30,243,1472.0490108000001,,8869.688,7078.656000000001,895.516,0.10096364156213837,20.73,1710.81536035176,0.0,7078.656000000001
Aug15,31,244,1521.1756059999998,,8801.316,5948.844000000006,1426.2359999999971,0.16204803917959507,21.58,1767.9102892931996,0.0,5948.844000000006
Sep15,1,245,1174.3552576042161,2436.963553173009,8440.188,6512.428,963.88,0.11420124764993386,19.56,1364.83568038762,2832.2390414976708,6512.428
Sep15,2,246,873.9587227974424,2757.1604832659723,8648.848,6659.871999999999,994.488,0.11498502459518309,13.96,1015.7148276351875,3204.371913651713,6659.871999999999
Sep15,3,247,1620.367031895019,2975.8846381828967,9493.844,7318.823999999999,1087.51,0.11454896457114738,10.9,1883.190564468391,3458.5731264961623,7318.823999999999
Sep15,4,248,2245.9795353848135,3589.4537452934665,10123.596,7810.945999999999,1156.325,0.11422077688599981,7.92,2610.27741602423,4171.663142780067,7810.945999999999
Sep15,5,249,3502.7712543585158,3400.9931757332342,10117.184,7672.318,1222.433,0.12082739623990234,11.92,4070.9207518154667,3952.6342688371647,7672.318
Sep15,6,250,3480.3866062501547,2978.1861857507397,10128.112,7634.936,1246.588,0.12308197223727384,11.15,4044.9053137839296,3461.2479850795094,7634.936
Sep15,7,251,3935.5157454491964,2381.0731763462695,10123.652,7638.496000000001,1242.578,0.12274009418735451,11.96,4573.856399361056,2767.283245549634,7638.496000000001
Sep15,8,252,3298.277125992484,2987.6419846115705,10149.676,7688.741999999998,1230.467,0.1212321457354895,14.69,3833.2576758284645,3472.237514515567,7688.741999999998
Sep15,9,253,112.2910901321087,6898.381124949284,10321.672,7805.604000000001,1258.034,0.12188277248104765,18.19,130.50470495153672,8017.298543416056,7805.604000000001
Sep15,10,254,3555.351986792538,3135.247627357617,10562.664,8062.976,1249.844,0.11832658882266822,18.77,4132.030079050287,3643.784792515022,8062.976
Sep15,11,255,4054.910627044875,3882.684184979611,10091.404,7653.987999999999,1218.708,0.12076694184476214,20.13,4712.617130751553,4512.455559783303,7653.987999999999
Sep15,12,256,3945.175015959466,3587.4345873312336,8648.532,6428.395999999999,1110.068,0.1283533436657227,11.06,4585.082403548091,4169.316477396359,6428.395999999999
Sep15,13,257,4340.654136897633,3724.607255429205,10180.756,7681.307999999999,1249.724,0.12275355582630602,7.35,5044.708237902429,4328.7385522598215,7681.307999999999
Sep15,14,258,4438.453802148711,3953.2296713745404,10089.244,7640.638000000001,1224.303,0.12134734772991912,4.88,5158.371008857231,4594.44352407149,7640.638000000001
Sep15,15,259,4613.164401323847,4425.887765682178,10118.904,7663.904,1227.5,0.12130760406462993,8.47,5361.419667218575,5143.766761275827,7663.904
Sep15,16,260,4166.850998357394,3973.9653354989086,10264.604,7739.817999999999,1262.393,0.1229850659606547,10.1,4842.714230290963,4618.542512916832,7739.817999999999
Sep15,17,261,3712.4023202239487,3840.254121666393,10475.688,7954.062,1260.813,0.12035610453461387,10.36,4314.5539765642725,4463.143340200681,7954.062
Sep15,18,262,3829.5174240370197,3752.7458116801863,10448.328,7964.3719999999985,1241.978,0.11886858835212678,10.24,4450.665150215824,4361.441182334712,7964.3719999999985
Sep15,19,263,3973.655053905682,3562.6042214300164,10330.332,7803.572000000001,1263.38,0.12229810232623696,12.21,4618.181903649183,4140.458626145964,7803.572000000001
Sep15,20,264,4494.266798456106,3137.8757946832648,9993.012,7406.114,1293.449,0.12943534942217622,12.81,5223.236873165686,3646.83924858089,7406.114
Sep15,21,265,4795.073672101887,3951.242504701251,10022.48,7487.322,1267.579,0.1264735873755797,7.85,5572.834621716812,4592.1340389637935,7487.322
Sep15,22,266,5935.709493084769,4819.842058163144,9859.756,7371.943999999999,1243.906,0.12615991714196578,2.41,6898.481572863117,5601.620439997206,7371.943999999999
Sep15,23,267,6307.68835835375,5368.4579531775,9477.424,6985.676000000001,1245.874,0.13145702882977484,8.68,7330.795410078727,6239.22183318289,6985.676000000001
Sep15,24,268,5828.858397761722,5274.914007151427,9382.012,6867.242,1257.385,0.13402082623641923,2.75,6774.299229878672,6130.505059111388,6867.242
Sep15,25,269,5456.718724641223,4967.781949142596,9966.576,7405.972,1280.302,0.12845956324418736,1.09,6341.798501778029,5773.556181293525,7405.972
Sep15,26,270,5165.088197958692,4795.023863274865,9872.948,7282.096000000001,1295.426,0.13120964477884417,2.22,6002.865503667591,5572.7767338980475,7282.096000000001
Sep15,27,271,4660.4004124824105,4674.381021353098,9855.692,7266.166,1294.763,0.13137210456657938,0.36,5416.317359387057,5432.56562301657,7266.166
Sep15,28,272,4763.282054027817,4422.952424341144,9854.984,7273.884000000001,1290.55,0.13095404315217557,2.41,5535.886403191129,5140.355307569277,7273.884000000001
Sep15,29,273,3955.8596164537653,3577.3626952497902,10238.224,7687.044,1275.59,0.12459094467946784,5.86,4597.500046242566,4157.610924419306,7687.044
Sep15,30,274,3867.9538104950047,3332.5122081126697,10322.136,7779.023999999999,1271.556,0.12318729379268012,9.38,4495.3359185572945,3873.0456882685444,7779.023999999999
Sep15,31,275,4328.839821464439,4131.155446751639,10429.704,7784.8800000000065,1322.4119999999966,0.12679286008500304,11.06,5030.977640505971,4801.228860214755,7784.8800000000065
Oct15,1,276,1567.6194799999998,,8607.804,6819.834000000001,893.985,0.10385749954343756,11.19,1821.8873596559997,0.0,6819.834000000001
Oct15,2,277,1645.6253792000002,,8736.988,6887.583999999999,924.702,0.10583761818146026,9.44,1912.54581570624,0.0,6887.583999999999
Oct15,3,278,1452.421735,,6631.656,5075.398,778.129,0.11733554937107715,8.92,1688.0045404169998,0.0,5075.398
Oct15,4,279,1389.8637597,,8211.856,6461.835999999999,875.01,0.10655447440870858,-0.13,1615.2996615233399,0.0,6461.835999999999
Oct15,5,280,1485.2898652999997,,8455.824,6660.058000000001,897.883,0.10618515711774512,2.32,1726.2038814516595,0.0,6660.058000000001
Oct15,6,281,1508.6523432000004,,8381.872,6577.002,902.435,0.1076650896124398,9.14,1753.3557532670402,0.0,6577.002
Oct15,7,282,1440.3007095,,8631.916,6824.294,903.811,0.10470572234484211,17.52,1673.9174845809,0.0,6824.294
Oct15,8,283,1482.0682807999997,59.52228732000001,8586.632,6752.16,917.236,0.10682139399941677,11.54,1722.4597559457595,69.176802323304,6752.16
Oct15,9,284,75.24919019999999,1549.55611602,9044.068,7204.41,919.829,0.10170522822252111,3.74,87.45460885043998,1800.8941180384438,7204.41
Oct15,10,285,0.0,1668.88788362,9199.236,7335.116000000002,932.06,0.1013192834709317,2.31,0.0,1939.5814983431637,7335.116000000002
Oct15,11,286,0.0,1552.1303334600004,9115.888,7257.236000000001,929.326,0.10194574571341815,3.95,0.0,1803.8858735472124,7257.236000000001
Oct15,12,287,0.0,1513.988103956994,9310.716,7439.612000000001,935.552,0.10048120896395078,-1.34,0.0,1759.5569744188183,7439.612000000001
Oct15,13,288,1.7762210870679462,1547.7697755256636,9821.784,7915.657999999999,953.063,0.09703563018693956,-3.41,2.064324147390367,1798.818033115926,7915.657999999999
Oct15,14,289,5.39153786218837,1614.7373471295032,9934.844,7971.519999999999,981.662,0.09881000647820944,-3.63,6.266045303435323,1876.6477448339085,7971.519999999999
Oct15,15,290,12.167326440370207,1693.9457372783345,9922.34,7962.758000000001,979.791,0.09874596113416795,1.37,14.140866788998254,1968.7037358648802,7962.758000000001
Oct15,16,291,11.742483025157188,1575.021602683719,8877.104,7012.498,932.303,0.1050233274275034,2.07,13.647113771837683,1830.490106639018,7012.498
Oct15,17,292,0.007787355445848992,1704.1828014364487,8374.448,6552.684000000001,910.882,0.10876919887734689,3.43,0.009050464499165698,1980.6012518294406,6552.684000000001
Oct15,18,293,0.0,1609.2839006986064,8613.056,6786.09,913.483,0.1060579427325214,4.6,0.0,1870.3097493919201,6786.09
Oct15,19,294,0.0,1544.0198417827096,9025.632,7129.276,948.178,0.10505391755391756,5.21,0.0,1794.459860119865,7129.276
Oct15,20,295,0.0,1780.422444845729,9051.008,7168.596,941.206,0.10398908055323783,3.91,0.0,2069.206965399706,7168.596
Oct15,21,296,0.0,1771.747755559916,9108.988,7198.75,955.119,0.10485456781807156,-7.02,0.0,2059.125241511734,7198.75
Oct15,22,297,0.0,1893.289980956722,10037.36,8038.088,999.636,0.0995915260586449,-10.55,0.0,2200.3816158679024,8038.088
Oct15,23,298,0.0,2199.926525372465,9814.572,7838.304,988.134,0.10068029456607991,-10.09,0.0,2556.7546077878787,7838.304
Oct15,24,299,0.0,2271.5589181606383,9649.408,7679.333999999999,985.037,0.10208263553577589,-3.56,0.0,2640.0057746862935,7679.333999999999
Oct15,25,300,0.0,2218.1022015409617,8462.968,6619.462000000001,921.753,0.10891604458388593,-0.17,0.0,2577.8783786309054,6619.462000000001
Oct15,26,301,243.50812175796,2815.9799177821606,8164.748,6385.153999999999,889.797,0.1089803384011362,2.79,283.00513910710106,3272.7318604464267,6385.153999999999
Oct15,27,302,834.501401152737,3625.7607988145974,9506.5,7608.669999999999,948.915,0.09981749329406195,6.52,969.8575284197109,4213.859200382325,7608.669999999999
Oct15,28,303,994.884251545586,3635.694797292302,9785.164,7790.892,997.136,0.10190283985020587,7.58,1156.25447714628,4225.404493413113,7790.892
Oct15,29,304,172.929196123246,3581.6412848371124,9695.696,7694.042,1000.827,0.1032238428267553,3.67,200.97831173443646,4162.583501237692,7694.042
Oct15,30,305,451.77927617427144,2746.433697759909,8265.704,6396.468000000003,934.6179999999986,0.11307179642532549,-1.27,525.0578747697382,3191.905243536566,6396.468000000003
Nov15,1,307,5304.893847923958,4420.28829102755,10296.78,7683.892000000002,1306.444,0.12687888835150404,-4.09,6165.347630057223,5137.259051832219,7683.892000000002
Nov15,2,308,5798.58072978595,4836.844163569384,10127.488,7521.602,1302.943,0.12865411442600574,-5.59,6739.11052415723,5621.380286900338,7521.602
Nov15,3,309,5526.566412267086,4846.774253289805,10422.872,7729.183999999998,1346.844,0.1292200460679168,-4.32,6422.975484336806,5632.921037173411,7729.183999999998
Nov15,4,310,5375.004062829798,4594.903602520596,10436.184,7710.37,1362.907,0.1305943820078297,-1.13,6246.829721820791,5340.196966849437,7710.37
Nov15,5,311,4623.610361547085,4500.375768157628,10224.212,7540.308,1341.952,0.13125236448539995,0.74,5373.559962190021,5230.336717752795,7540.308
Nov15,6,312,4986.530093036191,4376.453406310357,10130.756,7472.123999999999,1329.316,0.1312158737215663,1.54,5795.345274126661,5086.314148813897,7472.123999999999
Nov15,7,313,5632.336007556967,4661.40013823677,9620.236,6988.932000000001,1315.652,0.13675880716439803,-1.76,6545.9009079827065,5417.479240658773,6988.932000000001
Nov15,8,314,5922.171357240882,3965.2006122149364,8202.86,5685.644,1258.608,0.1534352652611406,-5.05,6882.747551385352,4608.356151516199,5685.644
Nov15,9,315,6245.5399775560445,6044.08176042861,10860.088,8072.991999999999,1393.548,0.12831829723663382,-3.8,7258.566561915634,7024.43182197013,8072.991999999999
Nov15,10,316,5600.6875681872925,4922.818572698027,10701.232,7956.012,1372.61,0.12826653977784988,-3.78,6509.11909174727,5721.299745189647,7956.012
Nov15,11,317,5302.627914372089,4669.876173630062,9994.728,7487.7959999999985,1253.466,0.12541271758471065,-4.42,6162.714162083242,5427.330088992858,7487.7959999999985
Nov15,12,318,5629.245416547872,4966.781955090858,8529.8,6036.8279999999995,1246.486,0.14613308635606934,-5.38,6542.309023111937,5772.393988206594,6036.8279999999995
Nov15,13,319,5759.1444101236,4861.800169788062,9004.452,6405.217999999999,1299.617,0.144330493404818,-2.14,6693.277633445648,5650.384157327685,6405.217999999999
Nov15,14,320,3318.0501665759225,5408.727423199593,7833.548,5577.25,1128.149,0.1440150746507202,-0.78,3856.237903594537,6286.023011242567,5577.25
Nov15,15,321,3260.2423846228817,4359.709408374691,7173.44,4907.088,1133.176,0.1579682829995093,-2.14,3789.053699408713,5066.854274413065,4907.088
Nov15,16,322,5196.997406979001,5154.561276837401,9092.16,6543.08,1274.54,0.14018011121669657,-2.82,6039.950386390995,5990.631115940427,6543.08
Nov15,17,323,5671.053382005559,7192.138364339272,10902.88,8084.066,1409.407,0.12926923895337747,-9.07,6590.89824056686,8358.703207035102,8084.066
Nov15,18,324,6276.661561852592,8266.481766235553,11654.368,8675.554000000002,1489.407,0.12779817833107723,-14.55,7294.736067185082,9607.305108718958,8675.554000000002
Nov15,19,325,6155.267412496178,7100.324353871507,11948.304,9068.256000000001,1440.024,0.12052120535265924,-10.67,7153.651786803057,8251.996964069465,9068.256000000001
Nov15,20,326,5990.141008446271,6964.306131661364,11237.328,8446.746000000001,1395.291,0.12416572694149357,-11.5,6961.741880016256,8093.916586216837,8446.746000000001
Nov15,21,327,6157.04023508694,7936.818612633548,11415.36,8571.130000000001,1422.115,0.12457907591175398,-19.44,7155.712161218041,9224.170591602708,8571.130000000001
Nov15,22,328,6350.864737237024,8126.366685371309,11506.908,8636.153999999999,1435.377,0.12474046025222414,-22.09,7380.974997616869,9444.463361738535,8636.153999999999
Nov15,23,329,5824.979132720949,7130.049706996246,11888.66,8945.096000000001,1471.782,0.1237971310475697,-7.34,6769.790748048286,8286.543769471036,8945.096000000001
Nov15,24,330,5242.475579239656,6153.765307630015,12456.196,9437.782,1509.207,0.1211611474321695,-0.9,6092.805118192328,7151.906040527602,9437.782
Nov15,25,331,4395.761448581722,5232.5851151886145,12165.972,9098.044,1533.964,0.12608643189381005,-1.34,5108.753955541677,6081.310420872207,9098.044
Nov15,26,332,4406.152442897702,4981.931185664499,12452.824,9364.502,1544.161,0.12400086920043196,-1.01,5120.830369135709,5790.000423979281,9364.502
Nov15,27,333,4344.978054062489,5134.390177005542,12363.84,9238.374,1562.733,0.12639544025157232,-1.77,5049.733494431424,5967.188263715841,9238.374
Nov15,28,334,4529.960484334825,5593.925511688341,12701.8,9411.221999999998,1645.289,0.12953195610071014,-1.71,5264.720074893933,6501.26022968419,9411.221999999998
Nov15,29,335,5265.033134745684,6510.124146118995,12621.384,9427.676000000001,1596.854,0.12651972240128342,-3.67,6119.021509201433,7566.066282619495,9427.676000000001
Nov15,30,336,4997.087354984421,6217.878141338908,12415.46,9189.248,1613.1059999999998,0.12992720366381913,-6.21,5807.614923962894,7226.4179758640785,9189.248
Dec15,1,338,4663.667532608085,5517.489700630884,12783.188,9655.715999999999,1563.736,0.12232754458434,-6.47,5420.114406397116,6412.426530073212,9655.715999999999
Dec15,2,339,4407.111992694993,5387.815521626986,12830.74,9783.042,1523.849,0.11876548040097454,-2.98,5121.94555791012,6261.719199234883,9783.042
Dec15,3,340,6404.56,5480.084328186925,12873.988,9891.458,1491.265,0.11583551266320896,-0.16,7443.379632,6368.9540062188435,9891.458
Dec15,4,341,5615.1,5480.084328186925,12838.028,10004.456,1416.786,0.11035853793121499,1.13,6525.86922,6368.9540062188435,10004.456
Dec15,5,342,4538.93,5667.989197310583,12825.58,9825.898,1499.841,0.11694137808972381,-2.93,5275.144446,6587.337045114359,9825.898
Dec15,6,343,4802.56,6590.592871026309,12592.628,9706.41,1443.109,0.11459951012608328,-4.75,5581.535232,7659.587034706776,9706.41
Dec15,7,344,5506.24,5961.146479995514,12439.42,9526.862,1456.279,0.11706968652879314,-3.94,6399.3521279999995,6928.0444390507855,9526.862
Dec15,8,345,5213.52,5932.246317706164,11498.132,8517.794,1490.169,0.129600964748013,-0.41,6059.152944,6894.456670438103,8517.794
Dec15,9,346,4891.0,5861.967094389305,12155.748,8997.568,1579.09,0.12990479894778997,-1.57,5684.320199999999,6812.77815709925,8997.568
Dec15,10,347,5392.0,6128.096782720814,12963.896,9790.894,1586.501,0.12237841155158911,-6.27,6266.582399999999,7122.074080878129,9790.894
Dec15,11,348,5937.0,5985.572507727086,12328.94,9156.898,1586.021,0.12864212170713782,-5.92,6899.9814,6956.432368480419,9156.898
Dec15,12,349,4999.0,6103.41560155909,12345.196,9071.942,1636.627,0.13257197374590082,-4.3,5809.837799999999,7093.389612131973,9071.942
Dec15,13,350,5564.0,6798.8507682148465,12471.968,9264.086,1603.941,0.12860368147192167,-6.48,6466.480799999999,7901.624362819294,9264.086
Dec15,14,351,5386.0,6868.278920721562,12348.236,9249.056,1549.59,0.12549079884770584,-9.61,6259.6092,7982.313761662598,9249.056
Dec15,15,352,5253.0,6782.078704532783,12642.02,9496.842,1572.589,0.12439380731876709,-11.25,6105.036599999999,7882.131870408,9496.842
Dec15,16,353,5120.0,6254.4639024698145,12658.244,9323.074,1667.585,0.13173904690097615,-6.96,5950.464,7268.937947450418,9323.074
Dec15,17,354,5975.0,6258.6893515173,12311.812,9021.348,1645.232,0.13363037057420954,-5.92,6944.1449999999995,7273.848764333405,9021.348
Dec15,18,355,5669.0,6782.078704532783,11314.664,8085.934000000001,1614.365,0.14267900487367544,-8.57,6588.511799999999,7882.131870408,8085.934000000001
Dec15,19,356,7809.47687791989,5434.458774309149,10317.24,7329.1900000000005,1494.025,0.14480859222040005,-16.48,9076.174027518497,6315.927987502092,7329.1900000000005
Dec15,20,357,7673.280215205911,8013.165690189547,11025.98,7857.196,1584.392,0.14369625194313795,-21.42,8917.88626611231,9312.90116513829,7857.196
Dec15,21,358,7881.920377089298,7152.519084797655,11317.0944,8002.7744,1657.16,0.14642981152476736,-17.21,9160.367862253182,8312.657680351833,8002.7744
Dec15,22,359,6600.5148415693975,6336.164452272047,10703.2504,7466.2664,1618.492,0.15121499913708455,-10.21,7671.1183488719535,7363.890326430573,7466.2664
Dec15,23,360,5859.463267367218,6018.354905280534,10829.668,7687.586,1571.041,0.1450682513997659,-0.76,6809.8682093341795,6994.5320709170355,7687.586
Dec15,24,361,6230.65526417838,5572.416528571382,12614.8184,9338.9224,1637.948,0.12984316920487735,-0.21,7241.267548028112,6476.262489505659,9338.9224
Dec15,25,362,6059.3851814650325,5047.150029899352,12622.937600000001,9357.051600000003,1632.943,0.12936315236161824,-0.24,7042.2174578986605,5865.797764749027,9357.051600000003
Dec15,26,363,6145.847141052958,5853.7632465093575,12806.8256,9646.5036,1580.161,0.12338428345584718,-0.74,7142.703547331747,6803.243645093175,9646.5036
Dec15,27,364,6229.88087429495,5800.540857127487,11981.984,8749.32,1616.332,0.1348968584835366,-3.16,7240.367552105591,6741.388584153564,8749.32
Dec15,28,365,6344.679280916437,5790.11627895509,12191.684,9024.269999999999,1583.707,0.12990059453640695,-0.91,7373.786260281083,6729.273139401605,9024.269999999999
Dec15,29,366,7191.368330051147,6722.575560735044,12369.268,9243.364000000001,1562.952,0.12635767937116407,-6.73,8357.808273185441,7812.977316686267,9243.364000000001
Dec15,30,367,7172.982635646117,6866.340230517536,11864.172,8839.730000000001,1512.221,0.12746114941691675,-8.09,8336.440419147917,7980.06061590748,8839.730000000001
Dec15,31,368,7312.479951510707,7125.324890975066,12089.124,8845.446,1621.839,0.13415686694916854,-14.27,8498.564199645743,8281.05258829122,8845.446
Jan16,1,369,7156.0064124821265,6736.286821381611,12576.328,9549.213999999998,1513.557,0.12034967599445562,-5.78,8316.710652586728,7828.912543809707,9549.213999999998
Jan16,2,370,6565.64881963375,6416.373440804979,12304.488,9302.544,1500.972,0.12198573398584323,-6.98,7630.597058178343,7457.109212903545,9302.544
Jan16,3,371,6828.146212832656,6675.109134436958,12212.58,9213.796,1499.392,0.12277438510126444,-13.8,7935.671528554111,7757.8118360426315,9213.796
Jan16,4,372,6684.152477096374,7059.1615687497815,11836.776,8821.42,1507.678,0.12737235206613695,-9.61,7768.322008881405,8204.157575200996,8821.42
Jan16,5,373,7055.939047257714,6974.323677814024,12489.228,9338.529999999999,1575.349,0.12613661949321447,-9.71,8200.412360722914,8105.558978355459,9338.529999999999
Jan16,6,374,7723.801893875473,7336.364010076083,12262.464,9112.944,1574.76,0.12842117212331877,-15.84,8976.602561062075,8526.322252510423,9112.944
Jan16,7,375,7933.195683207812,7886.3940842095835,12512.7888,9222.6308,1645.079,0.13147181066462177,-7.75,9219.960023024118,9165.567204668378,9222.6308
Jan16,8,376,7323.631644432284,6848.573873458334,11647.3504,8542.3524,1552.499,0.13329203180836735,-13.63,8511.524697159199,7959.4125557332745,8542.3524
Jan16,9,377,7267.18224436502,6858.155996814791,9981.92,7187.904,1397.008,0.13995383653645793,-19.09,8445.919204401025,7970.54889949815,7187.904
Jan16,10,378,6902.949324153805,6642.162416225116,11933.96,8977.185999999998,1478.387,0.12388067330542418,-12.73,8022.6077045315515,7719.52116013683,8977.185999999998
Jan16,11,379,6093.847317795671,5652.906742374701,12528.2,9452.034,1538.083,0.12276967162082342,-1.79,7082.269352742129,6569.808215987877,9452.034
Jan16,12,380,6123.720196603567,5370.641367826694,12519.856,9423.414,1548.221,0.1236612465830278,-3.82,7116.987612492665,6241.759397688183,9423.414
Jan16,13,381,6919.549069202885,6887.682761117856,12633.804,9448.946,1592.429,0.1260450929902031,-15.5,8041.899928227593,8004.864904971171,9448.946
