month,day,t (day N),DemHeat,DemSteam,GenE,DemE (F - F*OwnUse%),OwnUse,Temp.Out(Deg.C),Heat load (MW),Steam load (MW),Electricity load (MW)
Jan19,15,15,7124.682432,2436.2904575632533,6852.064260869568,5598.136501130437,0.183,-7,345.01274676959997,117.97736540750053,233.25568754710153
Jan19,16,16,7020.915047999999,1642.0045440553058,6792.417739130433,5549.405292869564,0.183,-10,339.9878111993999,79.51407004587817,231.22522053623183
Jan19,17,17,6905.156568,1991.1333285696087,6585.682521739129,5380.502620260868,0.183,-17,334.3822068054,96.4206314359833,224.18760917753616
Jan19,18,18,7052.5866000000005,2013.8011187078728,6424.694608695651,5248.9754953043475,0.183,-14,341.521506105,97.51831917342872,218.70731230434782
Jan19,19,19,7317.228408000001,1656.6598697530994,7102.133217391305,5802.442838608697,0.183,-10,354.3367856574,80.22375419279383,241.7684516086957
Jan19,20,20,7313.895216,1741.338099465628,6640.281130434783,5425.109683565218,0.183,-2,354.1753758348,84.32429746662302,226.0462368152174
Jan19,21,21,7019.464272000001,1736.0567431077368,6875.517217391303,5617.297566608695,0.183,-6,339.9175573716,84.06854778499215,234.0540652753623
Jan19,22,22,7063.110264000001,1433.3197832503597,7702.169652173914,6292.672605826088,0.183,-10,342.0311145342,69.40851050389865,262.1946919094203
Jan19,23,23,7012.621872000001,1577.3542304359012,6400.129043478262,5228.905428521741,0.183,-15,339.5862141516,76.38337860885851,217.8710595217392
Jan19,24,24,6913.707048,1900.8303945577309,5977.06747826087,4883.264129739131,0.183,-15,334.7962637994,92.04771185645812,203.46933873913045
Jan19,25,25,6731.558616,1976.9411097794414,7042.84495652174,5754.004329478261,0.183,-18,325.97572597979996,95.73337324106944,239.75018039492753
Jan19,26,26,6565.505448,1980.7840903004271,7385.577391304347,6034.016728695651,0.183,-13,317.9346013194,95.91946957279818,251.41736369565214
Jan19,27,27,6601.943064,2113.615296410416,7005.884173913044,5723.807370086957,0.183,-20,319.69909287419995,102.35182072867438,238.49197375362323
Jan19,28,28,6636.919175999999,3260.341776778677,6768.006608695652,5529.461399304348,0.183,-27,321.39281109779995,157.8820505405074,230.3942249710145
Jan19,29,29,6758.494967999999,2612.8077798147774,6723.093739130434,5492.767584869565,0.183,-26,327.28011882539994,126.52521673753058,228.8653160362319
Jan19,30,30,6779.913672,2833.8062592998476,6788.788782608695,5546.440435391304,0.183,-21,328.31731956659996,137.2270681065951,231.101684807971
Jan19,31,31,6730.985688000001,3804.436202736421,5800.453739130434,4738.9707048695645,0.183,-16,325.9479819414,184.22982311751116,197.4571127028985
Feb19,1,32,6763.1619359999995,3472.032442902371,5847.182173913045,4800.536564782609,0.179,-27,327.50611675079995,168.13317104754728,200.02235686594204
Feb19,2,33,6934.785288,3940.6374652792256,7345.341478260867,6030.525353652172,0.179,-23,335.81697757139995,190.82536925614647,251.2718897355072
Feb19,3,34,6908.443848000001,4011.238677069921,7490.642782608696,6149.817724521739,0.179,-19,334.54139333940003,194.24423293711092,256.2424051884058
Feb19,4,35,6767.282952,4017.0443240366085,6339.359565217392,5204.6142030434785,0.179,-27,327.7056769506,194.52537139147273,216.8589251268116
Feb19,5,36,7019.447303999999,4041.056468620615,6274.7374782608695,5151.559469652174,0.179,-29,339.91673569619996,195.68815949295325,214.64831123550724
Feb19,6,37,7053.535848,3353.160311167691,6025.110173913044,4946.615452782609,0.179,-27,341.5674734394,162.3767880682954,206.1089771992754
Feb19,7,38,6787.380096,2740.606598847143,5639.132956521738,4629.728157304347,0.179,-32,328.6788811488,132.71387454917289,192.90533988768115
Feb19,8,39,6782.512272,2872.849966535321,5651.018260869566,4639.4859921739135,0.179,-32,328.44315677159994,139.1177596294729,193.31191634057973
Feb19,9,40,6882.361559999999,3837.2838815598043,6508.411652173912,5343.405966434782,0.179,-26,333.2783585429999,185.82047196453348,222.64191526811592
Feb19,10,41,6666.3114239999995,4339.765601432511,7122.2014782608685,5847.327413652173,0.179,-16,322.81613070719993,210.15314924936933,243.6386422355072
Feb19,11,42,6608.855472000001,4450.923136467465,7161.19852173913,5879.343986347826,0.179,-20,320.0338262316,215.53595288343698,244.97266609782608
Feb19,12,43,6701.101296000001,4070.391602920705,7433.015217391305,6102.505493478261,0.179,-20,324.5008302588,197.1087133714351,254.2710622282609
Feb19,13,44,6646.274831999999,3485.339271780362,7414.025652173912,6086.9150604347815,0.179,-18,321.8458587395999,168.77755423596403,253.62146085144923
Feb19,14,45,6590.3454,3475.9508666826523,7517.082434782609,6171.524678956523,0.179,-18,319.137475995,168.32292071910743,257.14686162318844
Feb19,15,46,6530.345856,2895.298942941179,6607.480086956521,5424.741151391303,0.179,-16,316.2319980768,140.2048513119266,226.03088130797096
Feb19,16,47,6499.089840000001,3881.2522950928715,6258.363304347826,5138.116272869565,0.179,-9,314.718425502,187.9496423898723,214.08817803623188
Feb19,17,48,6468.682224,3835.239401433778,6876.678521739132,5645.753066347827,0.179,-2,313.24593669719997,185.72146801443068,235.23971109782613
Feb19,18,49,6244.5772799999995,3266.7974607956953,6856.757130434785,5629.397604086958,0.179,-5,302.3936547839999,158.19466703903154,234.55823350362326
Feb19,19,50,6207.045623999999,2100.526426777473,6895.710608695652,5661.378409739131,0.179,-4,300.57618434219995,101.7179922166991,235.89076707246377
Feb19,20,51,6303.85296,2275.247736808001,7235.939217391306,5940.706097478262,0.179,0,305.264079588,110.17887165492743,247.5294207282609
Feb19,21,52,6382.378536,2196.1050883744488,6997.58339130435,5745.015964260871,0.179,-6,309.06668060579995,106.34638890453267,239.37566517753632
Feb19,22,53,6452.457984000001,2264.9358519023017,6081.844782608696,4993.194566521739,0.179,-10,312.4602778752,109.67951862836895,208.04977360507246
Feb19,23,54,6550.200887999999,2060.0678348885235,6180.510086956523,5074.198781391306,0.179,-13,317.1934780013999,99.75878490447674,211.42494922463774
