window_id,global_start_idx,global_horizon_end,horizon_len,step_len,S0_mwh,S_boundary_mwh,status,termination,objective_window,wallclock_s,reported_runtime_s,objective_sense,incumbent_objective,best_bound_objective,achieved_gap_rel_fraction,achieved_gap_percent,requested_gap_rel_fraction,requested_gap_percent,diagnostic_source,gap_formula,achieved_gap_rel,best_feasible_objective,best_objective_bound,message
1,0,168,168,168,200.0,200.0,ok,optimal,-258690.05599544776,553.5637234000023,,maximize,-258690.05599544843,-258666.23861642825,9.206917107243828e-05,0.009206917107243829,0.002,0.2,highspy_info,highspy_info.mip_gap,9.206917107243828e-05,-258690.05599544843,-258666.23861642825,<undefined>
