window_id,global_start_idx,global_horizon_end,horizon_len,step_len,S0_mwh,S_boundary_mwh,status,termination,objective_window,wallclock_s,reported_runtime_s,objective_sense,incumbent_objective,best_bound_objective,achieved_gap_rel_fraction,achieved_gap_percent,requested_gap_rel_fraction,requested_gap_percent,diagnostic_source,gap_formula,achieved_gap_rel,best_feasible_objective,best_objective_bound,message
1,0,168,168,168,200.0,200.0,ok,optimal,-258690.05599549875,275.16796240000986,,maximize,-258690.05599549942,-258666.5507917819,9.086241690690525e-05,0.009086241690690526,0.002,0.2,highspy_info,highspy_info.mip_gap,9.086241690690525e-05,-258690.05599549942,-258666.5507917819,<undefined>
