window_id,global_start_idx,global_horizon_end,horizon_len,step_len,S0_mwh,S_boundary_mwh,status,termination,objective_window,wallclock_s,reported_runtime_s,objective_sense,incumbent_objective,best_bound_objective,achieved_gap_rel_fraction,achieved_gap_percent,requested_gap_rel_fraction,requested_gap_percent,diagnostic_source,gap_formula,achieved_gap_rel,best_feasible_objective,best_objective_bound,message
1,0,168,168,168,200.0,200.0,ok,optimal,-259147.99808975362,150.64023049996467,,maximize,-259147.9980897531,-258764.53398941612,0.0014797108338231017,0.14797108338231016,0.002,0.2,highspy_info,highspy_info.mip_gap,0.0014797108338231017,-259147.9980897531,-258764.53398941612,<undefined>
