window_id,global_start_idx,global_horizon_end,horizon_len,step_len,S0_mwh,S_boundary_mwh,status,termination,objective_window,wallclock_s,reported_runtime_s,objective_sense,incumbent_objective,best_bound_objective,achieved_gap_rel_fraction,achieved_gap_percent,requested_gap_rel_fraction,requested_gap_percent,diagnostic_source,gap_formula,achieved_gap_rel,best_feasible_objective,best_objective_bound,message
1,0,168,168,168,200.0,200.0,ok,optimal,-258265.14995994672,372.3406262000208,,maximize,-258265.14995994733,-258091.60641364515,0.0006719588234382363,0.06719588234382362,0.002,0.2,highspy_info,highspy_info.mip_gap,0.0006719588234382363,-258265.14995994733,-258091.60641364515,<undefined>
