window_id,global_start_idx,global_horizon_end,horizon_len,step_len,S0_mwh,S_boundary_mwh,status,termination,objective_window,wallclock_s,reported_runtime_s,objective_sense,incumbent_objective,best_bound_objective,achieved_gap_rel_fraction,achieved_gap_percent,requested_gap_rel_fraction,requested_gap_percent,diagnostic_source,gap_formula,achieved_gap_rel,best_feasible_objective,best_objective_bound,message
1,0,168,168,168,200.0,200.0,ok,optimal,-262747.5109207053,799.149643599987,,maximize,-262747.51092070586,-262488.1232942656,0.0009872124973946735,0.09872124973946736,0.002,0.2,highspy_info,highspy_info.mip_gap,0.0009872124973946735,-262747.51092070586,-262488.1232942656,<undefined>
