datetime,t_amb,t_ref,t_sup_prim,t_ret_prim,t_sup_sec,t_ret_sec,delta_e
2019-11-03 03:00:00,12.4,44.0,63.4,24.2,24.5,24.1,0.0
2019-11-03 04:00:00,12.5,44.0,61.9,23.8,24.5,23.9,0.0
2019-11-03 05:00:00,12.5,44.0,60.4,23.7,24.4,23.8,0.0
2019-11-03 06:00:00,12.5,44.0,62.0,36.5,36.5,25.8,99.0
2019-11-03 07:00:00,12.6,44.0,68.6,41.6,43.3,38.8,457.0
2019-11-03 08:00:00,14.0,44.0,61.0,39.3,33.8,33.6,154.0
2019-11-03 09:00:00,17.1,44.0,59.9,30.3,27.9,27.6,0.0
2019-11-03 10:00:00,17.6,44.0,59.5,26.6,25.9,25.5,0.0
2019-11-03 11:00:00,17.4,44.0,59.5,26.6,25.8,25.5,0.0
2019-11-03 12:00:00,17.4,44.0,57.5,24.3,24.4,24.1,0.0
2019-11-03 13:00:00,17.2,44.0,57.3,23.8,24.2,23.8,0.0
2019-11-03 14:00:00,16.8,44.0,56.9,23.6,24.3,23.7,0.0
2019-11-03 15:00:00,16.8,44.0,54.9,23.7,45.5,23.8,0.0
2019-11-03 16:00:00,17.2,44.0,52.1,24.0,45.9,24.0,0.0
2019-11-03 17:00:00,17.1,44.0,47.5,24.1,41.8,24.3,0.0
2019-11-03 18:00:00,16.2,44.0,48.3,24.7,42.5,24.4,0.0
2019-11-03 19:00:00,15.9,44.0,47.0,24.9,41.8,24.5,0.0
2019-11-03 20:00:00,15.7,42.0,45.8,25.0,41.1,24.3,0.0
2019-11-03 21:00:00,15.5,42.0,70.4,44.5,43.3,29.1,202.0
2019-11-03 22:00:00,13.9,42.0,49.0,40.2,32.3,32.0,210.0
2019-11-03 23:00:00,13.3,42.0,45.0,37.2,27.0,26.7,0.0
2019-11-04 00:00:00,13.6,42.0,43.2,32.8,25.0,24.8,0.0
2019-11-04 01:00:00,12.8,42.0,41.1,29.9,24.1,23.8,0.0
2019-11-04 02:00:00,16.7,42.0,39.6,27.5,23.6,23.5,0.0
2019-11-04 03:00:00,16.8,42.0,37.4,26.7,23.3,23.2,0.0
2019-11-04 04:00:00,16.8,42.0,35.7,26.2,23.2,23.0,0.0
2019-11-04 05:00:00,17.0,42.0,34.2,25.7,23.1,22.9,0.0
2019-11-04 06:00:00,17.6,42.0,53.0,33.3,32.8,24.4,70.0
2019-11-04 07:00:00,16.9,42.0,58.2,39.6,40.9,37.3,405.0
2019-11-04 08:00:00,18.3,42.0,70.3,39.8,36.5,36.4,231.0
2019-11-04 09:00:00,20.5,42.0,62.7,36.4,28.8,28.6,0.0
2019-11-04 10:00:00,20.2,42.0,55.6,34.8,26.2,25.9,0.0
2019-11-04 11:00:00,20.2,42.0,49.8,33.3,25.0,24.7,0.0
2019-11-04 12:00:00,20.3,42.0,58.7,26.4,36.4,25.0,0.0
2019-11-04 13:00:00,19.0,42.0,57.7,24.9,45.2,24.8,0.0
2019-11-04 14:00:00,19.7,42.0,53.1,24.7,42.9,24.7,0.0
2019-11-04 15:00:00,19.6,42.0,50.8,24.8,41.2,24.7,0.0
2019-11-04 16:00:00,18.9,42.0,51.3,24.9,41.9,24.7,0.0
2019-11-04 17:00:00,18.1,42.0,50.8,25.0,43.1,24.6,0.0
2019-11-04 18:00:00,17.0,42.0,47.9,24.8,41.5,24.5,0.0
2019-11-04 19:00:00,17.2,42.0,48.6,25.0,41.6,24.4,0.0
2019-11-04 20:00:00,16.6,42.0,47.4,24.8,41.3,24.4,0.0
2019-11-04 21:00:00,15.2,42.0,47.1,24.8,41.3,24.2,0.0
2019-11-04 22:00:00,14.7,42.0,46.5,24.9,41.4,24.1,0.0
2019-11-04 23:00:00,13.7,42.0,45.6,24.8,40.8,24.0,0.0
2019-11-05 00:00:00,12.6,42.0,44.5,24.8,40.1,23.9,0.0
2019-11-05 01:00:00,11.6,42.0,43.4,24.7,39.2,23.8,0.0
2019-11-05 02:00:00,10.3,42.4,42.4,24.6,38.2,23.7,0.0
2019-11-05 03:00:00,9.8,42.6,41.5,24.4,37.5,23.6,0.0
2019-11-05 04:00:00,9.4,42.7,40.6,24.1,36.5,23.4,0.0
2019-11-05 05:00:00,9.4,42.7,39.8,23.9,35.9,23.2,0.0
2019-11-05 06:00:00,8.5,43.0,39.2,23.6,35.2,22.9,0.0
2019-11-05 07:00:00,9.0,42.8,75.5,46.1,46.0,34.7,363.0
2019-11-05 08:00:00,11.5,42.1,76.8,40.3,42.7,37.1,315.0
2019-11-05 09:00:00,14.4,42.0,66.0,31.3,44.5,31.1,0.0
2019-11-05 10:00:00,18.1,42.0,63.0,30.6,46.5,30.3,0.0
2019-11-05 11:00:00,19.1,42.0,55.4,29.8,41.1,29.9,0.0
2019-11-05 12:00:00,19.3,42.0,54.7,29.3,42.9,28.8,0.0
2019-11-05 13:00:00,20.8,42.0,56.1,29.0,42.9,28.3,0.0
2019-11-05 14:00:00,20.4,42.0,52.6,28.6,41.1,27.7,0.0
2019-11-05 15:00:00,19.8,42.0,53.3,28.5,41.4,27.2,0.0
2019-11-05 16:00:00,20.0,42.0,53.6,27.5,42.2,26.9,0.0
2019-11-05 17:00:00,19.6,42.0,50.5,26.8,40.5,26.5,0.0
2019-11-05 18:00:00,19.3,42.0,51.6,26.5,42.5,25.9,0.0
2019-11-05 19:00:00,19.1,42.0,49.1,26.2,41.4,25.5,0.0
2019-11-05 20:00:00,18.3,42.0,50.0,26.0,41.7,25.0,0.0
2019-11-05 21:00:00,18.2,42.0,48.7,25.6,41.7,25.1,0.0
2019-11-05 22:00:00,17.4,42.0,48.3,25.5,41.5,25.0,0.0
2019-11-05 23:00:00,17.1,42.0,47.8,25.6,41.7,24.8,0.0
2019-11-06 00:00:00,17.9,42.0,47.0,25.5,41.6,24.6,0.0
2019-11-06 01:00:00,17.6,42.0,46.5,25.4,41.4,24.4,0.0
2019-11-06 02:00:00,17.6,42.0,45.8,25.2,41.3,24.1,0.0
2019-11-06 03:00:00,16.9,42.0,45.4,25.2,41.4,24.0,0.0
2019-11-06 04:00:00,16.5,42.0,44.8,25.1,41.2,24.0,0.0
2019-11-06 05:00:00,15.2,42.0,44.6,25.6,41.8,24.0,0.0
2019-11-06 06:00:00,14.3,42.0,44.1,26.8,42.3,23.8,0.0
2019-11-06 07:00:00,14.4,42.0,42.4,26.8,41.2,23.7,0.0
2019-11-06 08:00:00,16.4,42.0,39.7,29.1,39.2,23.7,0.0
2019-11-06 09:00:00,18.1,42.0,36.1,29.0,36.0,23.6,0.0
2019-11-06 10:00:00,18.7,42.0,34.6,27.4,34.6,23.6,0.0
2019-11-06 11:00:00,19.9,42.0,34.3,26.5,33.6,23.5,0.0
2019-11-06 12:00:00,19.7,42.0,29.1,26.0,34.1,23.2,0.0
2019-11-06 13:00:00,16.7,42.0,27.1,27.4,29.8,23.9,0.0
2019-11-06 14:00:00,16.3,42.0,26.3,25.1,29.9,24.0,0.0
2019-11-06 15:00:00,15.8,42.0,26.7,26.0,27.4,24.1,0.0
2019-11-06 16:00:00,15.5,42.0,26.6,25.8,26.7,24.1,0.0
2019-11-06 17:00:00,15.0,42.0,26.4,25.5,26.5,24.2,0.0
2019-11-06 18:00:00,14.6,42.0,26.1,25.2,26.3,24.1,0.0
2019-11-06 19:00:00,14.5,42.0,25.8,24.8,26.0,23.9,0.0
2019-11-06 20:00:00,14.2,50.0,26.9,25.9,26.0,24.0,0.0
2019-11-06 21:00:00,14.3,50.0,65.9,41.2,39.0,38.4,452.0
2019-11-06 22:00:00,14.1,50.0,53.2,38.6,33.7,31.2,0.0
2019-11-06 23:00:00,13.9,50.0,53.8,38.2,33.1,31.3,0.0
2019-11-07 00:00:00,13.8,50.0,46.9,30.5,29.9,28.3,0.0
2019-11-07 01:00:00,13.6,50.0,44.1,29.2,31.3,27.7,0.0
2019-11-07 02:00:00,13.9,50.0,41.2,28.3,30.4,27.6,0.0
2019-11-07 03:00:00,13.7,50.0,38.7,27.5,30.2,27.4,0.0
2019-11-07 04:00:00,13.3,50.0,36.8,26.8,29.6,26.9,0.0
2019-11-07 05:00:00,13.2,50.0,35.1,26.2,29.1,26.6,0.0
2019-11-07 06:00:00,13.0,44.0,59.9,36.6,41.3,25.3,99.0
2019-11-07 07:00:00,13.2,44.0,67.6,44.7,45.6,39.5,452.0
2019-11-07 08:00:00,13.6,44.0,66.9,42.2,43.4,38.1,273.0
2019-11-07 09:00:00,13.5,44.0,67.7,42.2,43.5,37.8,273.0
2019-11-07 10:00:00,14.4,43.0,66.7,41.9,43.4,37.8,270.0
2019-11-07 11:00:00,15.0,42.0,50.1,40.1,33.7,33.6,142.0
2019-11-07 12:00:00,16.2,42.0,57.3,32.2,33.0,31.4,0.0
2019-11-07 13:00:00,16.4,42.0,57.3,31.0,45.2,30.8,0.0
2019-11-07 14:00:00,15.9,42.0,52.9,30.3,43.0,30.5,0.0
2019-11-07 15:00:00,15.5,42.0,48.2,29.7,40.1,30.3,0.0
2019-11-07 16:00:00,15.1,42.0,51.1,29.7,41.8,29.6,0.0
2019-11-07 17:00:00,14.7,42.0,55.3,42.8,42.0,36.7,322.0
2019-11-07 18:00:00,14.9,42.0,42.8,36.1,32.1,31.4,0.0
2019-11-07 19:00:00,14.6,42.0,58.7,38.5,38.1,29.7,93.0
2019-11-07 20:00:00,14.7,42.0,71.1,39.5,41.4,37.3,357.0
2019-11-07 21:00:00,14.6,42.0,47.3,39.0,33.4,33.1,130.0
2019-11-07 22:00:00,14.6,42.0,35.5,38.6,31.9,31.2,0.0
2019-11-07 23:00:00,14.4,42.0,34.8,35.8,31.3,30.4,0.0
2019-11-08 00:00:00,14.4,42.0,33.5,33.4,31.4,30.3,0.0
2019-11-08 01:00:00,14.3,42.0,32.7,31.9,30.9,30.1,0.0
2019-11-08 02:00:00,14.6,42.0,32.0,30.7,30.5,29.8,0.0
2019-11-08 03:00:00,14.2,42.0,31.4,29.6,29.9,29.6,0.0
2019-11-08 04:00:00,14.2,42.0,30.7,28.7,29.3,29.6,0.0
2019-11-08 05:00:00,13.4,42.0,30.0,28.0,29.0,29.0,0.0
2019-11-08 06:00:00,12.9,42.0,29.3,27.4,28.4,27.6,0.0
2019-11-08 07:00:00,13.0,42.0,66.8,40.5,41.3,31.5,210.0
2019-11-08 08:00:00,13.5,42.0,71.9,40.2,42.1,37.8,350.0
2019-11-08 09:00:00,14.6,42.0,68.9,35.2,32.5,32.1,102.0
2019-11-08 10:00:00,15.7,42.0,66.3,31.1,43.5,30.9,0.0
2019-11-08 11:00:00,16.7,42.0,61.1,30.3,46.1,29.6,0.0
2019-11-08 12:00:00,17.1,42.0,54.5,29.7,40.7,29.3,0.0
2019-11-08 13:00:00,18.5,42.0,54.2,29.1,43.0,28.6,0.0
2019-11-08 14:00:00,18.4,42.0,53.3,28.7,42.4,28.5,0.0
2019-11-08 15:00:00,18.3,42.0,51.7,28.3,42.0,27.8,0.0
2019-11-08 16:00:00,18.3,42.0,51.6,28.3,42.2,27.7,0.0
2019-11-08 17:00:00,16.9,42.0,50.1,27.7,41.5,26.6,0.0
2019-11-08 18:00:00,16.8,42.0,49.4,27.3,41.5,26.0,0.0
2019-11-08 19:00:00,16.1,42.0,48.5,26.7,41.4,25.4,0.0
2019-11-08 20:00:00,14.7,42.0,48.2,26.1,41.4,24.9,0.0
2019-11-08 21:00:00,14.3,42.0,47.5,25.7,41.5,24.6,0.0
2019-11-08 22:00:00,12.9,42.0,46.8,25.3,41.3,24.4,0.0
2019-11-08 23:00:00,12.1,42.0,46.1,25.0,41.1,24.2,0.0
2019-11-09 00:00:00,11.5,42.3,45.2,24.9,40.6,24.1,0.0
2019-11-09 01:00:00,11.5,42.2,44.2,24.7,39.8,24.0,0.0
2019-11-09 02:00:00,12.5,42.0,43.3,24.6,39.0,23.9,0.0
2019-11-09 03:00:00,12.0,42.0,42.4,24.5,38.3,23.7,0.0
2019-11-09 04:00:00,10.7,42.9,41.6,24.3,37.5,23.5,0.0
2019-11-09 05:00:00,10.3,43.1,40.9,24.1,36.9,23.4,0.0
2019-11-09 06:00:00,10.1,43.3,40.0,23.9,36.3,23.3,0.0
2019-11-09 07:00:00,10.0,46.2,78.6,48.3,49.5,40.1,509.0
2019-11-09 08:00:00,12.6,46.0,64.3,44.1,44.8,38.6,301.0
2019-11-09 09:00:00,14.5,46.0,58.3,43.5,43.9,39.9,337.0
2019-11-09 10:00:00,16.1,46.0,68.9,40.8,36.9,36.6,224.0
2019-11-09 11:00:00,16.6,46.0,62.2,38.6,32.8,32.0,0.0
2019-11-09 12:00:00,18.9,46.0,56.1,35.7,31.4,30.7,0.0
2019-11-09 13:00:00,18.6,46.0,51.5,33.3,28.6,28.1,0.0
2019-11-09 14:00:00,18.9,46.0,48.9,31.1,27.1,26.5,0.0
2019-11-09 15:00:00,18.1,46.0,47.8,28.3,26.5,26.1,0.0
2019-11-09 16:00:00,17.1,46.0,44.0,27.5,26.2,25.8,0.0
2019-11-09 17:00:00,17.0,46.0,42.6,26.8,26.1,25.6,0.0
2019-11-09 18:00:00,16.4,46.0,42.2,26.1,25.4,24.7,0.0
2019-11-09 19:00:00,14.2,46.0,42.1,25.5,24.4,24.0,0.0
2019-11-09 20:00:00,13.2,46.0,42.0,24.6,24.0,23.3,0.0
2019-11-09 21:00:00,13.2,46.0,41.8,23.8,23.7,23.0,0.0
2019-11-09 22:00:00,12.8,46.0,41.6,23.2,23.2,22.7,0.0
2019-11-09 23:00:00,12.3,46.0,41.4,22.7,23.4,22.6,0.0
2019-11-10 00:00:00,12.8,46.0,40.1,22.4,23.1,22.5,0.0
2019-11-10 01:00:00,12.8,46.0,41.6,22.3,26.2,22.4,0.0
2019-11-10 02:00:00,12.3,46.0,41.8,22.1,28.9,22.8,0.0
2019-11-10 03:00:00,12.3,46.0,42.0,22.2,32.4,23.0,0.0
2019-11-10 04:00:00,12.4,46.0,41.8,22.5,36.8,23.0,0.0
2019-11-10 05:00:00,13.0,46.0,40.7,22.7,37.6,22.9,0.0
2019-11-10 06:00:00,13.3,46.0,39.3,22.8,36.4,23.0,0.0
2019-11-10 07:00:00,13.1,45.0,72.3,48.5,48.4,37.8,441.0
2019-11-10 08:00:00,13.4,45.0,63.2,43.1,43.8,38.1,301.0
2019-11-10 09:00:00,14.7,45.0,64.6,43.5,44.7,39.1,316.0
2019-11-10 10:00:00,15.2,45.0,70.1,45.4,46.5,39.2,303.0
2019-11-10 11:00:00,17.1,45.0,57.1,36.6,32.6,32.4,96.0
2019-11-10 12:00:00,17.3,45.0,58.5,31.9,33.4,31.5,0.0
2019-11-10 13:00:00,18.1,45.0,58.3,30.8,44.7,30.7,0.0
2019-11-10 14:00:00,15.4,45.0,53.7,30.1,43.0,30.5,0.0
2019-11-10 15:00:00,13.5,45.0,49.7,29.5,41.6,30.1,0.0
2019-11-10 16:00:00,13.1,45.0,47.0,28.9,39.9,29.5,0.0
2019-11-10 17:00:00,12.7,45.0,44.9,28.5,38.7,28.8,0.0
2019-11-10 18:00:00,12.5,45.0,51.3,32.0,31.1,22.7,0.0
2019-11-10 19:00:00,12.2,45.0,73.2,43.8,45.4,40.2,506.0
2019-11-10 20:00:00,11.4,45.1,45.4,40.4,39.9,37.6,217.0
2019-11-10 21:00:00,10.7,45.3,43.6,35.0,33.4,31.4,63.0
2019-11-10 22:00:00,10.0,45.5,41.3,33.3,31.1,30.5,0.0
2019-11-10 23:00:00,8.8,45.9,40.0,30.4,28.7,28.1,0.0
2019-11-11 00:00:00,8.4,46.0,38.7,28.8,27.4,26.7,0.0
2019-11-11 01:00:00,7.9,46.1,37.8,27.0,26.4,25.7,0.0
2019-11-11 02:00:00,7.9,46.1,37.7,25.7,26.0,25.3,0.0
2019-11-11 03:00:00,7.6,46.2,38.2,24.5,26.3,23.9,0.0
2019-11-11 04:00:00,6.9,46.4,38.2,22.8,28.5,22.9,0.0
2019-11-11 05:00:00,6.1,46.6,38.2,22.2,32.2,23.2,0.0
2019-11-11 06:00:00,5.6,46.8,42.6,30.9,30.0,25.0,87.0
2019-11-11 07:00:00,5.5,46.8,71.8,50.7,49.9,39.8,504.0
2019-11-11 08:00:00,6.8,46.5,80.3,43.3,45.6,39.5,337.0
2019-11-11 09:00:00,7.6,46.2,79.9,43.8,46.1,39.4,324.0
2019-11-11 10:00:00,8.7,45.9,75.1,40.5,36.4,34.4,181.0
2019-11-11 11:00:00,10.4,45.4,45.2,40.4,39.2,37.8,335.0
2019-11-11 12:00:00,11.5,45.0,43.4,35.8,32.3,31.6,0.0
2019-11-11 13:00:00,12.6,45.0,41.2,32.9,30.8,30.3,0.0
2019-11-11 14:00:00,13.2,45.0,38.9,31.4,28.2,27.7,0.0
2019-11-11 15:00:00,14.1,45.0,37.2,30.2,26.8,26.2,0.0
2019-11-11 16:00:00,12.8,45.0,35.9,28.9,26.1,25.8,0.0
2019-11-11 17:00:00,11.4,45.1,73.9,42.0,41.6,28.2,160.0
2019-11-11 18:00:00,10.3,45.4,72.6,42.1,39.6,39.1,428.0
2019-11-11 19:00:00,10.5,45.4,61.2,38.9,34.0,33.6,110.0
2019-11-11 20:00:00,10.2,45.5,77.1,50.2,49.6,37.1,268.0
2019-11-11 21:00:00,9.9,45.6,74.3,44.6,45.5,38.6,313.0
2019-11-11 22:00:00,8.8,45.9,73.0,43.1,39.8,39.3,304.0
2019-11-11 23:00:00,8.2,46.0,70.8,33.2,40.8,32.3,0.0
2019-11-12 00:00:00,8.5,46.0,66.2,31.8,50.7,31.9,0.0
2019-11-12 01:00:00,7.6,46.2,58.3,30.9,45.5,31.6,0.0
2019-11-12 02:00:00,7.8,46.1,59.8,30.6,46.9,31.0,0.0
2019-11-12 03:00:00,7.2,46.3,57.7,30.1,46.3,29.8,0.0
2019-11-12 04:00:00,7.0,46.4,55.7,29.5,45.6,28.7,0.0
2019-11-12 05:00:00,7.7,46.2,57.3,28.9,44.1,28.0,0.0
2019-11-12 06:00:00,11.0,45.2,61.9,38.4,38.9,30.0,196.0
2019-11-12 07:00:00,11.6,45.1,75.2,43.8,45.4,39.9,433.0
2019-11-12 08:00:00,13.8,45.0,72.2,42.8,44.3,38.4,285.0
2019-11-12 09:00:00,14.5,45.0,70.3,38.3,34.7,34.3,173.0
2019-11-12 10:00:00,15.8,45.0,67.9,31.8,44.0,31.6,0.0
2019-11-12 11:00:00,16.8,45.0,62.8,31.0,48.1,31.1,0.0
2019-11-12 12:00:00,18.2,45.0,56.2,30.4,44.4,31.0,0.0
2019-11-12 13:00:00,17.3,45.0,56.3,30.0,44.8,30.5,0.0
2019-11-12 14:00:00,16.9,45.0,56.2,30.0,44.6,30.6,0.0
2019-11-12 15:00:00,18.9,45.0,55.6,29.6,43.5,28.5,0.0
2019-11-12 16:00:00,18.5,45.0,55.2,27.5,46.1,26.6,0.0
2019-11-12 17:00:00,18.2,45.0,52.9,26.3,46.3,26.2,0.0
2019-11-12 18:00:00,17.7,45.0,50.4,26.0,44.5,25.9,0.0
2019-11-12 19:00:00,17.5,45.0,51.5,26.0,45.2,25.6,0.0
2019-11-12 20:00:00,17.2,45.0,47.1,25.8,42.1,25.9,0.0
2019-11-12 21:00:00,16.8,45.0,45.2,25.7,40.6,25.9,0.0
2019-11-12 22:00:00,16.6,45.0,45.7,25.8,40.0,25.6,0.0
2019-11-12 23:00:00,16.4,45.0,46.0,25.9,40.3,25.1,0.0
2019-11-13 00:00:00,16.1,45.0,45.4,25.5,40.6,24.8,0.0
2019-11-13 01:00:00,16.3,45.0,44.0,25.2,40.0,24.7,0.0
2019-11-13 02:00:00,16.1,45.0,43.0,25.3,38.9,24.4,0.0
2019-11-13 03:00:00,16.2,45.0,42.6,25.2,38.3,24.3,0.0
2019-11-13 04:00:00,16.1,45.0,42.0,25.0,38.0,24.1,0.0
2019-11-13 05:00:00,13.6,45.0,41.2,24.8,37.7,24.2,0.0
2019-11-13 06:00:00,12.5,44.0,62.7,35.0,35.7,24.0,71.0
2019-11-13 07:00:00,11.7,43.0,73.1,41.8,43.7,38.3,457.0
2019-11-13 08:00:00,12.8,43.0,72.8,40.8,42.7,37.2,258.0
2019-11-13 09:00:00,14.7,43.0,72.0,40.7,42.3,37.2,258.0
2019-11-13 10:00:00,15.5,43.0,68.6,32.6,38.2,31.5,0.0
2019-11-13 11:00:00,16.7,43.0,59.6,31.6,46.8,31.1,0.0
2019-11-13 12:00:00,17.4,43.0,52.5,31.0,42.8,31.1,0.0
2019-11-13 13:00:00,18.0,43.0,51.2,30.3,42.7,30.5,0.0
2019-11-13 14:00:00,18.4,43.0,48.5,29.6,40.9,29.8,0.0
2019-11-13 15:00:00,17.6,43.0,46.0,29.1,39.3,29.1,0.0
2019-11-13 16:00:00,17.1,43.0,45.1,28.8,37.5,27.9,0.0
2019-11-13 17:00:00,16.2,43.0,46.1,28.2,34.7,27.1,0.0
2019-11-13 18:00:00,15.8,43.0,49.6,27.1,36.0,26.3,0.0
2019-11-13 19:00:00,15.7,43.0,50.58,27.35,36.92,26.59,89.47
2019-11-13 20:00:00,15.6,43.0,51.56,27.61,37.85,26.88,89.47
2019-11-13 21:00:00,15.5,43.0,52.55,27.86,38.77,27.16,89.47
2019-11-13 22:00:00,15.4,43.0,53.53,28.11,39.69,27.45,89.47
2019-11-13 23:00:00,15.3,43.0,54.51,28.36,40.62,27.74,89.47
2019-11-14 00:00:00,15.2,43.0,55.49,28.62,41.54,28.03,89.47
2019-11-14 01:00:00,15.1,43.0,56.48,28.87,42.46,28.32,89.47
2019-11-14 02:00:00,15.0,43.0,57.46,29.12,43.39,28.61,89.47
2019-11-14 03:00:00,14.9,43.0,58.44,29.38,44.31,28.89,89.47
2019-11-14 04:00:00,14.8,43.0,59.42,29.63,45.24,29.18,89.47
2019-11-14 05:00:00,14.7,43.0,60.41,29.88,46.16,29.47,89.47
2019-11-14 06:00:00,14.6,43.0,61.39,30.14,47.08,29.76,89.47
2019-11-14 07:00:00,14.5,43.0,62.37,30.39,48.01,30.05,89.47
2019-11-14 08:00:00,14.4,43.0,63.35,30.64,48.93,30.34,89.47
2019-11-14 09:00:00,14.3,43.0,64.34,30.89,49.85,30.62,89.47
2019-11-14 10:00:00,14.2,43.0,65.32,31.15,50.78,30.91,89.47
2019-11-14 11:00:00,14.1,43.0,66.3,31.4,51.7,31.2,89.47
2019-11-14 12:00:00,15.8,43.0,59.4,30.8,45.6,30.8,0.0
2019-11-14 13:00:00,15.5,43.0,53.4,30.2,42.1,30.7,0.0
2019-11-14 14:00:00,15.7,43.0,54.8,30.0,43.4,30.2,0.0
2019-11-14 15:00:00,15.2,43.0,52.3,29.9,42.2,29.2,0.0
2019-11-14 16:00:00,14.8,43.0,55.6,29.2,42.3,28.0,0.0
2019-11-14 17:00:00,13.8,43.0,53.6,27.5,44.1,26.6,0.0
2019-11-14 18:00:00,13.5,43.0,50.1,27.2,42.4,27.0,0.0
2019-11-14 19:00:00,13.1,43.0,53.5,25.6,32.2,23.6,49.0
2019-11-14 20:00:00,11.9,43.1,73.3,43.2,44.4,39.1,417.0
2019-11-14 21:00:00,11.2,43.4,60.6,37.2,35.3,35.1,172.0
2019-11-14 22:00:00,10.8,43.6,75.0,42.7,40.1,39.5,297.0
2019-11-14 23:00:00,9.8,44.2,72.2,32.9,38.8,31.8,0.0
2019-11-15 00:00:00,9.0,44.6,69.8,30.6,48.6,29.5,0.0
2019-11-15 01:00:00,9.2,44.5,63.2,29.1,47.3,28.8,0.0
2019-11-15 02:00:00,9.9,44.3,55.9,28.6,41.5,28.7,0.0
2019-11-15 03:00:00,9.4,44.4,53.6,28.1,42.7,28.4,0.0
2019-11-15 04:00:00,8.6,45.0,58.1,28.2,46.4,28.0,0.0
2019-11-15 05:00:00,8.9,44.8,53.0,27.7,44.0,27.4,0.0
2019-11-15 06:00:00,8.0,45.2,66.4,40.2,42.0,31.0,208.0
2019-11-15 07:00:00,8.2,45.1,78.5,43.6,45.4,39.9,434.0
2019-11-15 08:00:00,9.4,44.4,78.1,42.0,44.1,38.0,279.0
