datetime,t_amb,t_ref,t_sup_prim,t_ret_prim,t_sup_sec,t_ret_sec,delta_e
2021-11-02 08:00:00,12.3,45.5,75.6,41.7,45.6,40.5,152.0
2021-11-02 09:00:00,11.5,45.8,73.3,41.4,45.2,40.4,146.0
2021-11-02 10:00:00,11.9,45.7,73.4,41.6,45.3,40.5,153.0
2021-11-02 11:00:00,12.6,45.4,71.4,41.4,44.9,40.3,144.0
2021-11-02 12:00:00,13.1,45.3,71.7,41.4,44.9,40.2,141.0
2021-11-02 13:00:00,13.7,45.1,68.7,57.3,33.6,32.6,0.0
2021-11-02 14:00:00,14.1,45.0,48.8,39.0,40.5,37.9,122.0
2021-11-02 15:00:00,14.7,45.0,45.1,35.3,37.6,35.1,69.0
2021-11-02 16:00:00,14.6,45.0,61.2,37.0,40.0,34.7,70.0
2021-11-02 17:00:00,14.4,45.0,55.0,40.2,42.0,38.4,137.0
2021-11-02 18:00:00,13.9,45.0,72.6,41.4,45.0,40.5,153.0
2021-11-02 19:00:00,13.7,45.1,71.8,40.8,44.4,39.9,133.0
2021-11-02 20:00:00,13.5,45.1,73.6,41.6,45.4,40.7,142.0
2021-11-02 21:00:00,13.1,45.2,73.8,41.8,45.6,40.7,141.0
2021-11-02 22:00:00,11.9,45.6,70.2,40.7,35.4,34.6,37.0
2021-11-02 23:00:00,11.0,46.0,66.0,38.8,33.6,31.1,0.0
2021-11-03 00:00:00,10.4,46.1,62.0,37.0,29.1,27.1,0.0
2021-11-03 01:00:00,9.9,46.3,58.4,35.3,27.7,26.4,0.0
2021-11-03 02:00:00,9.3,46.5,55.3,33.9,27.1,25.8,0.0
2021-11-03 03:00:00,8.7,46.7,52.4,32.5,26.4,25.2,0.0
2021-11-03 04:00:00,8.9,46.6,49.8,31.3,25.8,24.5,0.0
2021-11-03 05:00:00,8.7,46.7,47.3,30.3,25.3,24.1,0.0
2021-11-03 06:00:00,8.0,46.9,47.2,35.2,32.3,27.2,40.0
2021-11-03 07:00:00,8.5,46.8,73.5,42.4,45.9,39.2,202.0
2021-11-03 08:00:00,10.5,46.1,79.3,42.5,46.6,41.4,178.0
2021-11-03 09:00:00,13.6,45.1,75.4,41.8,45.6,40.9,150.0
2021-11-03 10:00:00,15.2,45.0,55.8,40.6,37.6,34.5,51.0
2021-11-03 11:00:00,15.8,45.0,55.8,36.7,33.2,30.5,0.0
2021-11-03 12:00:00,19.5,45.0,53.2,34.8,28.9,27.0,0.0
2021-11-03 13:00:00,19.2,45.0,50.9,33.0,28.0,26.3,0.0
2021-11-03 14:00:00,20.7,45.0,49.1,31.7,27.2,25.6,0.0
2021-11-03 15:00:00,20.3,45.0,47.2,30.6,26.7,25.2,0.0
2021-11-03 16:00:00,18.3,45.0,45.5,29.8,26.0,24.7,0.0
2021-11-03 17:00:00,17.4,45.0,43.8,29.0,25.6,24.3,0.0
2021-11-03 18:00:00,16.6,45.0,42.3,28.4,25.3,24.0,0.0
2021-11-03 19:00:00,16.0,43.0,84.9,71.9,39.5,27.1,49.0
2021-11-03 20:00:00,15.8,43.0,70.4,39.9,43.4,39.4,192.0
2021-11-03 21:00:00,15.7,43.0,70.1,38.8,42.4,38.4,118.0
2021-11-03 22:00:00,15.4,43.0,69.1,38.8,38.6,38.0,108.0
2021-11-03 23:00:00,15.8,43.0,65.1,37.5,34.7,33.4,0.0
2021-11-04 00:00:00,16.8,43.0,61.1,35.8,30.6,27.5,0.0
2021-11-04 01:00:00,18.6,43.0,57.9,34.3,27.7,26.2,0.0
2021-11-04 02:00:00,16.7,43.0,55.0,33.0,27.1,25.8,0.0
2021-11-04 03:00:00,15.5,43.0,52.1,31.9,26.5,25.4,0.0
2021-11-04 04:00:00,15.3,43.0,49.5,30.8,26.2,24.9,0.0
2021-11-04 05:00:00,15.4,43.0,47.2,30.0,25.7,24.4,0.0
2021-11-04 06:00:00,15.0,43.0,71.8,30.1,34.9,26.1,0.0
2021-11-04 07:00:00,15.5,43.0,73.1,39.8,43.6,39.5,203.0
2021-11-04 08:00:00,17.7,43.0,70.6,38.4,38.4,38.0,105.0
2021-11-04 09:00:00,20.4,43.0,66.8,37.2,34.3,33.6,0.0
2021-11-04 10:00:00,23.9,43.0,62.4,35.7,30.7,27.7,0.0
2021-11-04 11:00:00,25.4,43.0,59.1,34.3,27.7,26.2,0.0
2021-11-04 12:00:00,27.1,43.0,56.0,33.1,27.0,26.0,0.0
2021-11-04 13:00:00,26.9,43.0,53.1,32.0,26.5,25.6,0.0
2021-11-04 14:00:00,26.7,43.0,50.5,31.1,26.2,25.2,0.0
2021-11-04 15:00:00,26.2,43.0,48.1,30.2,25.9,24.9,0.0
2021-11-04 16:00:00,24.9,43.0,46.0,29.5,25.8,24.7,0.0
2021-11-04 17:00:00,23.3,43.0,44.0,28.8,25.6,24.5,0.0
2021-11-04 18:00:00,22.0,43.0,42.1,28.2,25.6,24.3,0.0
2021-11-04 19:00:00,21.0,43.0,40.6,27.7,25.5,24.2,0.0
2021-11-04 20:00:00,20.3,43.0,39.3,27.3,25.4,24.1,0.0
2021-11-04 21:00:00,20.0,43.0,38.0,26.8,25.3,24.1,0.0
2021-11-04 22:00:00,19.0,43.0,36.8,26.5,25.1,24.0,0.0
2021-11-04 23:00:00,18.4,43.0,35.7,26.1,25.0,23.9,0.0
2021-11-05 00:00:00,17.4,43.0,34.7,25.8,24.9,23.8,0.0
2021-11-05 01:00:00,16.7,43.0,33.8,25.5,24.8,23.5,0.0
2021-11-05 02:00:00,15.9,43.0,32.9,25.2,24.6,23.4,0.0
2021-11-05 03:00:00,15.2,43.0,32.1,25.0,24.4,23.2,0.0
2021-11-05 04:00:00,15.0,43.0,31.4,24.7,24.3,23.0,0.0
2021-11-05 05:00:00,14.9,43.0,30.7,24.4,24.2,22.8,0.0
2021-11-05 06:00:00,14.3,43.0,49.0,41.6,29.7,22.6,0.0
2021-11-05 07:00:00,14.9,43.0,72.8,40.4,43.4,36.6,178.0
2021-11-05 08:00:00,16.7,43.0,70.8,38.9,38.8,38.2,130.0
2021-11-05 09:00:00,18.8,43.0,58.0,36.9,36.7,33.2,0.0
2021-11-05 10:00:00,20.0,43.0,53.0,34.2,29.9,27.4,0.0
2021-11-05 11:00:00,22.4,43.0,51.2,33.0,28.0,26.5,0.0
2021-11-05 12:00:00,23.6,43.0,48.3,31.3,27.6,26.0,0.0
2021-11-05 13:00:00,25.0,43.0,46.7,30.2,27.1,25.5,0.0
2021-11-05 14:00:00,25.5,43.0,45.0,29.4,26.2,25.1,0.0
2021-11-05 15:00:00,24.4,43.0,43.4,28.7,25.7,24.7,0.0
2021-11-05 16:00:00,21.5,43.0,41.6,27.9,25.5,24.4,0.0
2021-11-05 17:00:00,20.0,43.0,40.2,27.4,25.3,24.3,0.0
2021-11-05 18:00:00,19.3,43.0,38.4,39.4,25.3,24.6,0.0
2021-11-05 19:00:00,18.4,43.0,53.4,46.3,32.0,26.1,35.0
2021-11-05 20:00:00,18.2,45.0,71.0,42.6,45.9,40.2,203.0
2021-11-05 21:00:00,17.5,45.0,71.4,42.0,45.5,40.6,149.0
2021-11-05 22:00:00,15.6,45.0,58.1,40.2,36.5,34.2,0.0
2021-11-05 23:00:00,14.4,45.0,53.6,37.2,31.6,28.8,0.0
2021-11-06 00:00:00,13.7,45.1,51.4,35.2,28.2,26.9,0.0
2021-11-06 01:00:00,13.3,45.2,49.3,33.5,27.3,26.2,0.0
2021-11-06 02:00:00,13.2,45.3,47.0,32.0,27.0,25.8,0.0
2021-11-06 03:00:00,13.0,45.3,45.3,30.7,26.5,25.1,0.0
2021-11-06 04:00:00,12.5,45.4,43.5,29.7,25.7,24.7,0.0
2021-11-06 05:00:00,12.6,45.5,41.8,28.7,25.3,24.3,0.0
2021-11-06 06:00:00,12.2,45.6,52.2,51.3,33.6,23.9,0.0
2021-11-06 07:00:00,12.3,45.6,76.8,43.3,47.0,40.8,231.0
2021-11-06 08:00:00,12.8,45.4,74.6,41.0,44.8,40.3,146.0
2021-11-06 09:00:00,12.8,45.4,73.0,41.2,44.9,40.1,140.0
2021-11-06 10:00:00,13.6,45.1,74.1,41.7,45.5,40.6,145.0
2021-11-06 11:00:00,14.2,45.0,71.4,41.5,41.1,40.4,135.0
2021-11-06 12:00:00,14.5,45.0,43.7,40.6,36.1,35.5,77.0
2021-11-06 13:00:00,16.5,45.0,36.5,39.9,35.6,32.5,0.0
2021-11-06 14:00:00,15.2,45.0,34.6,39.3,30.9,27.2,0.0
2021-11-06 15:00:00,15.1,45.0,32.2,38.1,29.4,26.3,0.0
2021-11-06 16:00:00,13.7,44.0,74.6,39.9,43.9,37.3,140.0
2021-11-06 17:00:00,13.1,44.2,73.1,40.4,44.2,39.7,152.0
2021-11-06 18:00:00,12.6,44.4,73.3,40.3,44.0,39.5,132.0
2021-11-06 19:00:00,12.5,44.5,74.5,40.4,44.3,39.7,134.0
2021-11-06 20:00:00,9.2,43.7,75.5,40.6,44.5,40.0,133.0
2021-11-06 21:00:00,9.1,43.8,71.9,39.4,43.0,39.1,118.0
2021-11-06 22:00:00,8.9,43.8,74.9,39.5,39.5,38.9,113.0
2021-11-06 23:00:00,9.2,43.8,64.5,38.3,34.5,33.8,0.0
2021-11-07 00:00:00,8.6,44.1,60.8,36.6,32.0,28.6,0.0
2021-11-07 01:00:00,8.8,44.1,57.8,35.0,27.9,26.3,0.0
2021-11-07 02:00:00,8.4,44.4,54.9,33.6,27.1,25.9,0.0
2021-11-07 03:00:00,8.3,44.5,52.3,32.3,26.8,25.5,0.0
2021-11-07 04:00:00,8.1,44.6,49.6,31.0,26.2,25.0,0.0
2021-11-07 05:00:00,8.2,44.5,47.3,30.0,25.7,24.6,0.0
2021-11-07 06:00:00,8.3,44.5,64.8,31.4,31.7,24.0,0.0
2021-11-07 07:00:00,8.5,44.4,77.2,41.1,44.9,40.5,220.0
2021-11-07 08:00:00,8.7,44.0,73.4,39.8,43.7,39.1,126.0
2021-11-07 09:00:00,10.1,42.9,71.2,39.8,43.5,39.2,129.0
2021-11-07 10:00:00,12.1,41.4,64.0,38.5,35.2,34.6,47.0
2021-11-07 11:00:00,12.8,40.8,61.3,36.8,33.1,30.4,0.0
2021-11-07 12:00:00,14.4,40.0,58.0,35.3,28.5,26.6,0.0
2021-11-07 13:00:00,14.4,40.0,55.1,33.8,27.2,25.9,0.0
2021-11-07 14:00:00,15.0,40.0,52.4,32.6,26.7,25.6,0.0
2021-11-07 15:00:00,15.3,40.0,49.9,31.5,26.4,25.2,0.0
2021-11-07 16:00:00,13.7,40.0,47.4,30.5,26.0,24.8,0.0
2021-11-07 17:00:00,12.6,41.0,71.8,36.8,40.1,33.1,103.0
2021-11-07 18:00:00,11.5,42.0,73.0,39.3,42.8,38.7,147.0
2021-11-07 19:00:00,11.0,42.4,71.8,38.2,42.1,37.7,112.0
2021-11-07 20:00:00,10.5,42.8,70.7,39.2,42.9,38.6,126.0
2021-11-07 21:00:00,10.7,42.6,70.7,39.3,42.8,39.1,127.0
2021-11-07 22:00:00,10.3,42.8,70.9,38.6,42.5,38.3,110.0
2021-11-07 23:00:00,9.7,43.3,65.7,37.5,34.5,33.9,0.0
2021-11-08 00:00:00,9.3,43.6,61.6,35.9,31.4,28.2,0.0
2021-11-08 01:00:00,8.9,43.8,58.3,34.5,27.9,26.3,0.0
2021-11-08 02:00:00,9.8,43.3,55.3,33.1,27.2,25.9,0.0
2021-11-08 03:00:00,9.7,43.2,52.4,31.9,26.6,25.4,0.0
2021-11-08 04:00:00,9.7,43.2,49.8,30.8,26.1,24.8,0.0
2021-11-08 05:00:00,9.6,44.9,64.5,33.1,32.3,24.0,0.0
2021-11-08 06:00:00,9.5,44.9,75.7,42.3,45.9,40.1,214.0
2021-11-08 07:00:00,10.3,44.6,75.1,41.4,45.3,40.4,147.0
2021-11-08 08:00:00,11.0,44.2,73.3,40.8,44.5,40.1,138.0
2021-11-08 09:00:00,10.3,44.6,74.2,40.6,44.4,39.8,132.0
2021-11-08 10:00:00,10.9,44.2,73.1,40.5,44.2,39.8,132.0
2021-11-08 11:00:00,10.5,44.6,74.4,40.5,44.3,39.7,136.0
2021-11-08 12:00:00,10.1,44.6,73.9,40.7,44.4,39.9,136.0
2021-11-08 13:00:00,10.1,44.7,75.4,40.8,44.8,40.1,137.0
2021-11-08 14:00:00,10.0,44.7,74.2,40.9,44.5,40.2,136.0
2021-11-08 15:00:00,9.7,44.9,75.2,41.0,44.8,40.2,137.0
2021-11-08 16:00:00,9.6,45.0,75.4,41.0,44.9,40.3,133.0
2021-11-08 17:00:00,8.9,45.1,75.1,41.1,45.0,40.5,137.0
2021-11-08 18:00:00,9.1,45.1,76.7,41.6,45.6,40.7,140.0
2021-11-08 19:00:00,9.2,45.1,76.4,41.7,45.5,41.0,139.0
2021-11-08 20:00:00,8.9,45.2,77.0,41.6,45.6,40.9,139.0
2021-11-08 21:00:00,8.9,45.3,74.2,40.8,44.5,40.3,134.0
2021-11-08 22:00:00,8.6,45.4,71.4,39.7,35.2,34.5,36.0
2021-11-08 23:00:00,8.6,45.4,66.9,38.0,33.3,30.3,0.0
2021-11-09 00:00:00,8.6,45.4,62.6,36.3,29.2,27.2,0.0
2021-11-09 01:00:00,8.3,45.5,59.1,34.8,27.9,26.4,0.0
2021-11-09 02:00:00,8.0,45.7,56.0,33.4,27.1,26.0,0.0
2021-11-09 03:00:00,8.1,45.6,53.0,32.2,26.5,25.3,0.0
2021-11-09 04:00:00,8.0,45.6,50.2,31.0,26.2,24.9,0.0
2021-11-09 05:00:00,8.0,45.6,47.9,30.1,25.7,24.4,0.0
2021-11-09 06:00:00,7.8,45.6,66.7,32.4,35.4,26.9,40.0
2021-11-09 07:00:00,8.1,45.6,70.4,42.8,45.9,41.3,221.0
2021-11-09 08:00:00,8.0,45.6,78.7,42.0,46.1,41.0,156.0
2021-11-09 09:00:00,7.9,45.7,78.1,41.8,45.9,40.9,151.0
2021-11-09 10:00:00,7.4,45.9,78.2,41.9,46.0,41.0,151.0
2021-11-09 11:00:00,7.2,46.0,79.1,42.3,46.4,41.3,153.0
2021-11-09 12:00:00,7.0,46.1,78.4,42.2,46.2,41.2,151.0
2021-11-09 13:00:00,6.7,46.2,79.1,42.2,46.3,41.3,151.0
2021-11-09 14:00:00,6.8,44.8,78.9,40.7,44.7,40.3,134.0
2021-11-09 15:00:00,7.5,44.7,77.9,40.1,44.1,39.8,129.0
2021-11-09 16:00:00,7.5,44.7,77.9,40.2,44.3,39.7,131.0
2021-11-09 17:00:00,7.2,44.8,77.5,40.5,44.5,40.0,133.0
2021-11-09 18:00:00,7.1,44.8,77.1,40.6,44.6,40.3,134.0
2021-11-09 19:00:00,7.2,44.8,77.4,40.6,44.6,40.1,132.0
2021-11-09 20:00:00,7.4,44.7,76.3,40.2,44.2,39.8,129.0
2021-11-09 21:00:00,7.5,44.7,76.2,40.1,44.1,39.8,127.0
2021-11-09 22:00:00,7.2,44.6,75.4,40.4,40.1,39.6,120.0
2021-11-09 23:00:00,7.2,44.8,60.8,39.2,34.8,34.0,0.0
2021-11-10 00:00:00,5.3,45.7,58.2,37.3,31.0,28.2,0.0
2021-11-10 01:00:00,4.3,46.5,56.1,35.0,28.2,26.2,0.0
2021-11-10 02:00:00,3.3,47.2,53.5,33.4,26.8,25.4,0.0
2021-11-10 03:00:00,2.9,47.7,50.9,31.9,26.2,24.7,0.0
2021-11-10 04:00:00,2.2,48.2,48.5,30.5,25.5,23.8,0.0
2021-11-10 05:00:00,1.6,48.5,46.3,29.4,24.6,23.2,0.0
2021-11-10 06:00:00,1.4,47.5,38.9,34.1,33.9,25.8,0.0
2021-11-10 07:00:00,2.3,46.8,84.2,43.9,48.1,42.2,249.0
2021-11-10 08:00:00,2.9,46.4,83.2,42.1,46.5,41.2,156.0
2021-11-10 09:00:00,3.9,45.7,80.7,41.8,45.9,41.0,154.0
2021-11-10 10:00:00,5.0,44.9,79.9,41.4,45.6,40.6,148.0
2021-11-10 11:00:00,6.4,44.1,79.0,40.3,44.5,40.0,134.0
2021-11-10 12:00:00,9.4,42.5,78.4,39.1,43.0,39.0,123.0
2021-11-10 13:00:00,10.4,41.8,74.7,38.1,42.0,38.2,112.0
2021-11-10 14:00:00,11.3,41.5,73.7,37.8,41.5,37.8,108.0
2021-11-10 15:00:00,11.2,41.6,73.0,37.4,41.1,37.4,105.0
2021-11-10 16:00:00,10.0,42.3,74.1,37.9,41.8,37.9,111.0
2021-11-10 17:00:00,9.1,42.6,74.9,38.5,42.5,38.4,117.0
2021-11-10 18:00:00,8.5,43.1,76.2,38.8,42.8,38.7,118.0
2021-11-10 19:00:00,8.0,43.4,76.7,39.3,43.3,39.1,124.0
2021-11-10 20:00:00,7.4,43.6,75.7,39.2,43.1,38.9,120.0
2021-11-10 21:00:00,7.4,43.5,76.0,39.0,43.0,38.9,119.0
2021-11-10 22:00:00,7.4,43.6,75.4,39.0,39.5,38.8,115.0
2021-11-10 23:00:00,7.2,43.8,70.9,37.9,34.6,33.9,0.0
2021-11-11 00:00:00,6.7,44.0,66.1,36.3,31.7,28.3,0.0
2021-11-11 01:00:00,6.4,44.2,62.1,34.8,28.0,26.3,0.0
2021-11-11 02:00:00,5.8,44.5,58.5,33.5,27.3,25.8,0.0
2021-11-11 03:00:00,5.8,44.6,55.3,32.2,26.5,25.3,0.0
2021-11-11 04:00:00,5.3,44.8,52.2,31.1,26.0,24.7,0.0
2021-11-11 05:00:00,5.0,45.0,49.4,30.0,25.7,24.1,0.0
2021-11-11 06:00:00,4.9,45.0,81.3,38.6,43.5,35.2,141.0
2021-11-11 07:00:00,4.6,45.2,79.5,40.7,44.7,40.1,179.0
2021-11-11 08:00:00,5.6,44.6,79.9,40.7,45.0,40.0,144.0
2021-11-11 09:00:00,7.5,43.5,76.6,40.2,44.2,39.7,141.0
2021-11-11 10:00:00,9.1,42.7,74.8,39.2,42.9,38.9,126.0
2021-11-11 11:00:00,11.5,41.4,71.1,38.0,41.5,37.9,112.0
2021-11-11 12:00:00,13.9,40.0,69.8,37.1,40.6,37.2,104.0
2021-11-11 13:00:00,15.4,40.0,68.5,36.2,39.7,36.4,94.0
2021-11-11 14:00:00,15.1,45.0,56.4,35.4,38.2,33.9,0.0
2021-11-11 15:00:00,14.6,45.0,53.5,33.4,30.7,27.6,0.0
2021-11-11 16:00:00,12.0,46.0,51.3,32.3,27.9,26.4,0.0
2021-11-11 17:00:00,9.7,47.4,45.7,37.3,38.6,36.2,125.0
2021-11-11 18:00:00,8.9,47.7,78.4,44.9,48.4,42.8,201.0
2021-11-11 19:00:00,8.6,48.0,77.4,44.0,47.8,42.3,165.0
2021-11-11 20:00:00,8.3,48.2,77.7,44.0,47.8,42.4,165.0
2021-11-11 21:00:00,7.6,48.6,77.7,44.1,48.0,42.4,165.0
2021-11-11 22:00:00,6.3,49.2,79.4,45.2,48.9,43.0,175.0
2021-11-11 23:00:00,4.9,50.0,71.8,43.5,36.4,34.5,0.0
2021-11-12 00:00:00,4.2,50.1,68.0,40.9,33.3,30.1,0.0
2021-11-12 01:00:00,3.6,50.2,63.2,38.2,30.1,26.6,0.0
2021-11-12 02:00:00,3.1,50.4,59.8,35.9,27.6,25.8,0.0
2021-11-12 03:00:00,2.7,50.4,56.2,33.8,27.3,25.2,0.0
2021-11-12 04:00:00,2.4,50.5,53.8,31.2,29.2,24.3,0.0
2021-11-12 05:00:00,1.9,50.6,56.9,25.4,38.9,23.4,0.0
2021-11-12 06:00:00,1.5,49.4,85.5,37.9,43.0,35.2,146.0
2021-11-12 07:00:00,1.6,49.3,84.3,46.1,50.1,43.2,227.0
2021-11-12 08:00:00,2.9,48.8,84.5,45.2,49.4,43.4,192.0
2021-11-12 09:00:00,5.2,47.9,81.0,44.0,48.0,42.6,174.0
2021-11-12 10:00:00,7.8,47.0,79.2,42.8,46.8,41.7,156.0
2021-11-12 11:00:00,10.5,46.1,76.7,42.3,46.2,41.2,152.0
2021-11-12 12:00:00,13.5,45.2,74.5,41.7,45.5,40.7,142.0
2021-11-12 13:00:00,13.4,45.2,71.4,40.9,38.8,38.3,107.0
2021-11-12 14:00:00,13.9,45.0,67.4,39.4,34.5,33.7,0.0
2021-11-12 15:00:00,13.6,43.1,67.7,54.0,34.9,33.1,59.0
2021-11-12 16:00:00,11.7,44.2,74.2,41.0,44.1,37.3,116.0
2021-11-12 17:00:00,9.7,45.5,75.2,42.1,45.9,40.8,165.0
2021-11-12 18:00:00,8.3,46.1,77.9,42.5,46.4,41.3,157.0
2021-11-12 19:00:00,6.7,47.1,77.9,42.5,46.4,41.4,153.0
2021-11-12 20:00:00,5.9,47.5,79.5,43.5,47.5,42.0,163.0
2021-11-12 21:00:00,5.1,47.9,80.0,43.7,47.7,42.3,164.0
2021-11-12 22:00:00,4.6,48.1,79.4,43.7,42.8,42.2,152.0
2021-11-12 23:00:00,3.7,48.5,72.1,42.0,34.9,34.1,0.0
2021-11-13 00:00:00,2.8,48.8,67.7,39.5,31.4,28.2,0.0
2021-11-13 01:00:00,2.2,49.1,63.5,37.1,27.9,26.1,0.0
2021-11-13 02:00:00,1.6,49.3,60.0,35.2,26.8,25.5,0.0
2021-11-13 03:00:00,1.1,49.5,56.5,33.4,26.1,24.6,0.0
2021-11-13 04:00:00,1.0,49.5,53.3,31.9,25.3,23.9,0.0
2021-11-13 05:00:00,0.6,49.8,50.4,30.5,24.8,23.3,0.0
2021-11-13 06:00:00,0.0,48.9,70.2,29.4,34.8,25.4,41.0
2021-11-13 07:00:00,0.0,49.1,86.5,45.9,49.8,41.3,240.0
2021-11-13 08:00:00,1.6,47.9,85.6,43.7,48.0,42.5,193.0
2021-11-13 09:00:00,4.0,46.6,84.0,42.8,47.1,41.8,163.0
2021-11-13 10:00:00,6.9,45.1,79.1,41.0,45.0,40.5,143.0
2021-11-13 11:00:00,9.6,43.9,78.0,40.2,44.2,39.8,133.0
2021-11-13 12:00:00,12.3,42.6,74.1,39.4,39.6,38.9,117.0
2021-11-13 13:00:00,13.3,42.3,70.0,38.2,34.3,33.6,0.0
2021-11-13 14:00:00,13.9,42.0,65.6,36.6,30.3,27.7,0.0
2021-11-13 15:00:00,13.9,42.0,61.7,35.1,27.8,26.3,0.0
2021-11-13 16:00:00,11.1,43.2,58.3,33.8,27.1,25.8,0.0
2021-11-13 17:00:00,8.4,44.4,79.0,41.5,45.5,37.9,171.0
2021-11-13 18:00:00,7.9,44.8,78.1,41.1,45.3,40.2,159.0
2021-11-13 19:00:00,7.3,45.0,76.6,41.1,45.0,40.3,141.0
2021-11-13 20:00:00,5.9,45.5,79.2,41.4,45.4,40.4,151.0
2021-11-13 21:00:00,5.8,45.6,79.0,41.8,45.9,40.8,150.0
2021-11-13 22:00:00,4.9,46.1,79.3,41.8,42.7,40.8,148.0
2021-11-13 23:00:00,3.9,46.7,73.3,40.1,35.2,34.0,0.0
2021-11-14 00:00:00,3.0,47.1,69.0,38.1,30.9,28.4,0.0
2021-11-14 01:00:00,2.6,47.4,64.6,36.1,27.6,26.2,0.0
2021-11-14 02:00:00,1.8,47.8,60.5,34.4,26.6,25.5,0.0
2021-11-14 03:00:00,1.6,48.1,56.8,32.8,25.9,24.8,0.0
2021-11-14 04:00:00,1.1,48.4,53.5,31.4,25.1,24.0,0.0
2021-11-14 05:00:00,0.7,48.7,50.6,30.1,24.5,23.4,0.0
2021-11-14 06:00:00,0.6,47.2,68.9,33.1,33.2,24.0,0.0
2021-11-14 07:00:00,1.0,47.1,85.0,43.4,47.8,42.0,255.0
2021-11-14 08:00:00,2.9,46.0,81.2,41.3,45.4,40.6,154.0
2021-11-14 09:00:00,4.9,44.9,79.2,41.5,45.5,40.7,154.0
2021-11-14 10:00:00,9.0,43.6,77.2,40.4,44.3,39.8,137.0
2021-11-14 11:00:00,11.4,42.9,73.8,39.6,43.4,39.2,128.0
2021-11-14 12:00:00,13.2,42.3,71.5,38.9,42.4,38.3,121.0
2021-11-14 13:00:00,14.0,42.0,69.3,38.4,41.9,38.0,116.0
2021-11-14 14:00:00,14.2,42.0,61.2,37.3,34.2,33.7,0.0
2021-11-14 15:00:00,13.4,42.2,58.6,35.8,29.8,27.3,0.0
2021-11-14 16:00:00,10.2,43.2,55.7,34.4,27.1,25.8,0.0
2021-11-14 17:00:00,9.0,43.6,78.1,39.3,42.1,33.2,102.0
2021-11-14 18:00:00,8.4,43.8,75.6,39.8,43.6,39.5,170.0
2021-11-14 19:00:00,7.8,46.1,77.5,43.1,46.9,41.3,157.0
2021-11-14 20:00:00,6.9,46.6,76.1,42.2,45.9,41.1,150.0
2021-11-14 21:00:00,6.1,47.4,79.7,43.5,47.5,41.5,159.0
2021-11-14 22:00:00,5.3,47.7,80.0,43.7,43.0,42.4,164.0
2021-11-14 23:00:00,4.8,48.0,67.1,40.5,36.2,34.2,0.0
2021-11-15 00:00:00,4.7,48.0,62.8,37.4,30.8,28.0,0.0
2021-11-15 01:00:00,4.0,48.2,59.5,35.4,27.6,26.0,0.0
2021-11-15 02:00:00,3.3,48.3,56.2,33.7,26.4,25.2,0.0
2021-11-15 03:00:00,2.8,48.4,53.2,32.2,25.7,24.4,0.0
2021-11-15 04:00:00,2.0,48.5,50.4,30.9,25.0,23.6,0.0
2021-11-15 05:00:00,1.8,48.6,26.3,40.0,26.8,24.0,0.0
2021-11-15 06:00:00,1.5,48.6,85.0,36.8,42.4,32.7,95.0
2021-11-15 07:00:00,3.4,48.3,84.9,44.3,48.5,43.0,238.0
2021-11-15 08:00:00,5.8,46.2,80.3,41.4,45.6,40.6,148.0
